,Course ID,Course Name,Credit Count,Prerequisites,Course Description,General Education Goal
1740,MATH 492,Mathematics Capstone Experience,3,"Two of the following: MATH 316, MATH 321, MATH 345,","This course is designed to allow undergraduate students an opportunity to integrate their undergraduate mathematics experiences by engaging each student in working on a problem in applied or theoretical mathematics. In doing so, students will see connections between the various topics found in the undergraduate mathematics curriculum. Content will vary by semester. An important component of this course will be the preparation and presentation of a research paper describing the student’s progress toward a solution of the problem under consideration. Problems will arise from the course content and materials as presented by the instructor. Because of the breadth of mathematical topics needed for successful completion of the course, students need to have senior standing.",
1741,MATH 495,Selected Topics,4-Jan,,A course in an area of mathematics not regularly offered. May be repeated for credit on each new topic.,
1742,MATH 498,Internship,12-Jan,,Provides a student the opportunity to gain expertise and experience in a special field under the supervision of a qualified person.,
1743,MATH 499,Individual Study,4-Jan,,Independent individual study under the guidance and direction of a faculty member in mathematics. Special arrangements must be made with an appropriate faculty member. May be repeated for credit on each new topic. Mechanical Engineering ME 100 Explorations in Engineering 1 credit This course offers an introduction to the various disciplines of engineering and their relationship to the principles of physics and mathematics. Students are prepared for academic success and the transition into an engineering program.,
1744,ME 101,Introduction to Engineering – Mechanical,2,ACT Math Subscore of 23 or higher.,"To prepare students for a career in engineering with emphasis on mechanical; introduce the engineering fundamentals and the skills necessary to have a successful learning experience; and to prepare students for engineering education and profession through interactions with upper-class engineering students and practitioners. ME 102 Introduction to Engineering II 1 credit A continuation of ME 101 covering historical and global perspectives, engineering discipline and functions, professional aspects of engineering, ethical aspects of engineering, creativity and innovation, basics of personal computers-word processing and spreadsheets, introduction to problem solving. ME 103 Computer Graphics Communication 1 credit Standards of graphics communication. Orthographic projections, dimensioning, tolerancing, section views. Extensive use of modern software to create engineering drawings. Introduction to solid modeling of parts and assemblies. This course includes laboratory component. ME 201 Introduction to Problem Solving and Engineering",
1745,ME 212,Statics,3,PHYS 221,"Resultants of force systems, equilibrium, analysis of forces acting on structural and machine elements, friction, second moments, virtual work.",
1746,ME 213,Statics and Dynamics for Electrical Engineers,3,,"This course consists of two components: 1) Statics Introduction to resultants of force systems, equilibrium, analysis of forces acting on structural and machine elements, friction, second moments. 2) Dynamics Introduction to kinematics and kinetics of particles, systems of particles and rigid bodies, work-energy.",
1747,ME 214,Dynamics,3,ME 212,"Kinematics and kinetics of particles, systems of particles and rigid bodies, work-energy, linear and angular impulse momentum, vibrations.",
1748,ME 223,Mechanics of Materials,3,ME 103 or instructor permission or instructor permission.,"Load deformation, stress, strain, stress-strain relationship, buckling, energy concepts, stress analysis of structural and machine elements. ME 240 Building Systems Documentation 1 credit Communicating technical information about building systems including mechanical, electrical, and plumbing (MEP) systems. Students will learn to read and interpret mechanical plans as well as piping and instrumentation diagrams (P&ID).",
1749,ME 241,Thermodynamics,3,PHYS 221,"Fundamental concepts of thermodynamics. Thermal properties of substances and state equations. Conservation of mass, first and second laws. Examples of applications to different engineering systems. ME 281 Computing Techniques for Mechanical Engineering",
