Course Number,Course Name,Credit Count,Prerequisites,Color Group
BIOL 423,Comparative Vertebrate Anatomy,4,,
Prerequisites: BIOL,"105, BIOL 106,",BIOL,,
BIOL 424,Developmental Biology,3,,
Prerequisites: BIOL,100 or,BIOL,,
BIOL 425,Developmental Biology Lab,1,,
Biology 425,is an optional 1-credit laboratory addition,to,,
"Biology, Biology","424. In the laboratory component,",students,,
Prerequisites: BIOL,211; Co-requisite:,BIOL,,
BIOL 430,Hematology/Introduction to Immunology,4,,
BIOL 431,Comparative Animal Physiology,3,,
Prerequisites: BIOL,"105, BIOL 106",or,,
BIOL 432,Lake Ecology,4,,
BIOL 432,Lake Ecology,4,,
BIOL 433,Cardiovascular Physiology,3,,
BIOL 434,Animal Physiology,4,,
Prerequisites: CHEM,"201,",BIOL,,
BIOL 435,Histology,4,,
BIOL 435,Histology,4,,
BIOL 436,Animal Behavior,4,,
Prerequisites: BIOL,"105,",BIOL,,
BIOL 438,General Endocrinology,3,,
Prerequisites: BIOL,100 or,BIOL,,
BIOL 440,Wildlife Management,4,,
Prerequisites: BIOL,"105, BIOL 106, BIOL 215,",BIOL,,
BIOL 441,Plant Physiology,4,,
Prerequisites: BIOL,"105, BIOL 106, BIOL 217, one",semester,,
222 2024-2025,Undergraduate,Catalog,,
BIOL 442,Flora of Minnesota,4,,
BIOL 443W,Plant Ecology,4,,
communication. Lecture,and lab (fieldwork) included. (Taking,BIOL,,
BIOL 446,Principles of Weed Science,4,,
weed control,"practices. In addition to the prerequisites listed,",BIOL,,
Prerequisites: BIOL,"215,",BIOL,,
BIOL 451,Agroecology,4,,
Prerequisites: BIOL,"105,",BIOL,,
BIOL 452,Biological Instrumentation,3,,
be examined.,"Emphasis is placed on GLP, GMP, and ISO",9000,,
Prerequisites: BIOL,"105, BIOL 106,",or,,
BIOL 453,Biological Engineering Analysis I,4,,
Prerequisites: BIOL,"270 and one semester each of calculus,","physics,",,
"organic chemistry,",taken concurrently with,BIOL,,
BIOL 454,Biological Engineering Analysis II,4,,
Prerequisites: BIOL,"453, taken currently with",BIOL,,
BIOL 456,Biotechnology Project/Laboratory I,3,,
an average,of 12 hours per week on,the,,
Prerequisites: Concurrent,enrollment in,BIOL,,
BIOL 457,Biotechnology Project/Laboratory II,3,,
average of,12 hours per week on,the,,
Prerequisites: BIOL,"456, taken concurrently with",BIOL,,
BIOL 466,Principles of Pharmacology,3,,
Prerequisites: CHEM,"201, BIOL 211. Select 1 course: BIOL 320",BIOL,,
"BIOL 431,","BIOL 441,",BIOL,,
BIOL 472,Microbial Ecology and Bioremediation,4,,
Prerequisites: BIOL,"105, BIOL 106, and",BIOL,,
BIOL 473,Virology,3,,
Prerequisites: BIOL,"105, BIOL 106, and",BIOL,,
BIOL 474,Immunology,4,,
Prerequisites: BIOL,"105, BIOL 106, and",BIOL,,
BIOL 475,Medical Microbiology,4,,
BIOL 475,Medical Microbiology,4,,
BIOL 476,Microbial Physiology and Genetics,5,,
Prerequisites: BIOL,"105, BIOL 106,",BIOL,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
BIOL 478,Food Microbiology and Sanitation,4,,
including Hazard,Analysis/Critical Control Point and,ISO,,
Prerequisites: BIOL,"105, BIOL 106 and",BIOL,,
BIOL 479,Molecular Biology,4,,
Prerequisites: BIOL,"105, BIOL 106,",BIOL,,
BIOL 481,Lab Supervision and Maintenance,1,,
BIOL 485,Biology Teaching Methods and Materials,4,,
BIOL 487,Nuclear Medicine Technology Internship I,17,,
BIOL 488,Nuclear Medicine Technology Internship II,17,,
BIOL 489,Senior Seminar,1,,
90 credits,or more,toward,,
BIOL 490,Workshop,1-4,,
BIOL 493,Cytotechnology Clinical Internship I,1-12,,
BIOL 494,Cytotechnology Clinical Internship II,1-12,,
BIOL 495,Cytotechnology Clinical Internship III,1-12,,
BIOL 496,Cytotechnology Clinical Internship IV,1-12,,
BIOL 497,Internship I,1-12,,
program for,a minimum of five,40-hour,Consent,
BIOL 498,Internship II,1-12,,
program for,a minimum of five 40-hour weeks. Only four credits,can,Consent,
BIOL 499,Individual Study,1-4,,
BUS 295,Professional Preparation for Business Careers,2,,
BUS 397,IBE Practicum,3,,
BUS 397,provides students an entrepreneurial,real-world,Must be admitted to a major.,
Corequisites: FINA,"362, MGMT 230,",MRKT,,
224 2024-2025,Undergraduate,Catalog,,
BUS 491,BBA Capstone I,1,All other BBA program courses (excluding two capstone,
courses) must,be complete with a mastery of 70%,or,,
BUS 492,BBA Capstone II,3,,
capstone course,(BUS491) and overall BBA program into,the,,
capstone course,(BUS491) and overall BBA program into,the,,
BLAW 200,Legal Environment of Business,3,,
BLAW 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,
BLAW 450,Contract Law and Professional Responsibility,3,,
BLAW 450,Contract Law and Professional Responsibility,3,,
BLAW 452,Employment Law,3,,
BLAW 452,Employment Law,3,,
BLAW 453,International Legal Environment of Business,3,,
BLAW 453,International Legal Environment of Business,3,,
BLAW 455,Legal Aspects of Banking and Finance,3,,
BLAW 455,Legal Aspects of Banking and Finance,3,,
BLAW 471,Technology and Intellectual Property Law,3,,
BLAW 474,Environmental Law,3,,
BLAW 474,Environmental Law,3,,
BLAW 476,Construction and Design Law,3,,
BLAW 476,Construction and Design Law,3,,
BLAW 477,Negotiation and Conflict Resolution,3,,
BLAW 477,Negotiation and Conflict Resolution,3,,
BLAW 483,Special Topics,1-3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
BLAW 492,Study Tour,1-3,,
BLAW 497,Internship,1-8,,
BLAW 498,Internship,1-3,,
BLAW 499,Individual Study,1-4,,
CAHN 101W,The Health Care Professions,3,,
CHEM 100,Chemistry in Society,3,,
for CHEM,111 or CHEM 201. Credit will not be given to,students,,
have previously,taken a chemistry course at or above Chem,111,,
CHEM 101,Skills for General Chemistry,2,,
CHEM 104,Introduction to Chemistry,3,,
This course,is an introduction to general chemistry. It is a nonlaboratory class designed to prepare students for CHEM 201 or,to,,
mathematical relationships,than CHEM 106. Credit will not be,given,,
111 and,received a,passing,,
CHEM 106,Chemistry of Life Process Part I (General),3,,
course at,or above the 200 level. High school,algebra,High school algebra recommended,
CHEM 111,Chemistry of Life Process Part II,(Organic,,
CHEM 111,Chemistry of Life Process Part II,(Organic,,
Prerequisites: CHEM,106 or high,school,,
CHEM 131,Forensic Science,3,,
CHEM 134,Mind Altering Substances,3,,
CHEM 190,Learning in Chemistry Applications,1,,
This course,is designed for those students who struggle with,Chem,,
in their,success in Chem 191. Students will also refresh,concepts,,
CHEM 191,Chemistry Applications,3,,
Prerequisites: High,school chemistry or “C” (2.0) or higher,in,,
104. Student,must demonstrate math placement requirements at,or,,
MATH 115,in the placement chart. See Mathematics,for,,
CHEM 200,GC1 Laboratory Component,1,,
201. This,course requires special permission. Prerequisite:,college,,
201. This,course requires special permission. Prerequisite:,college,,
CHEM 201,General Chemistry I,5,,
Prerequisites: “C”,(2.0) or higher in MATH 112 or the,equivalent;,,
school chemistry,or “C” (2.0) or higher in,CHEM,,
CHEM 202,General Chemistry II,5,,
Prerequisites: “C”,(2.0) or higher in,CHEM,,
226 2024-2025,Undergraduate,Catalog,,
CHEM 281,Biochemistry and,Chemistry,,
CHEM 281,Biochemistry and,Chemistry,,
CHEM 281,Biochemistry and,Chemistry,,
CHEM 299,Individual Study,1-6,,
CHEM 305,Analytical Chemistry,4,,
Prerequisites: “C”,(2.0) or higher in,CHEM,,
CHEM 316,Descriptive Inorganic Main Group Chemistry,3,,
Prerequisites: “C”,(2.0) or higher in,CHEM,,
CHEM 317,Transition Metal Chemistry,3,,
Prerequisites: “C”,(2.0) or higher in,CHEM,,
CHEM 322,Organic Chemistry I,4,,
Prerequisites: CHEM,"202, “C” (2.0) or higher in",CHEM,,
CHEM 324,Organic Chemistry II,3,,
This course,is a continuation Chem 322 and,includes,,
Prerequisites: CHEM,322 with a “C” (2.0),or,,
CHEM 325,Organic Chemistry II Lab,1,,
CHEM 325,Organic Chemistry II Lab,1,,
CHEM 325,Organic Chemistry II Lab,1,,
CHEM 360,Principles of Biochemistry,4,,
Prerequisites: CHEM,322. CHEM 324 is,strongly,,
CHEM 398,RISE Biochem Research,2,,
Prerequisites: BIOL,"105,",CHEM,,
CHEM 407,Environmental Chemistry,3,,
Prerequisites: “C”,(2.0) or higher in,CHEM,,
CHEM 419,Physical Inorganic Chemistry Foundations,2,,
Prerequisites: “C”,"(2.0) or higher in CHEM 322,",MATH,,
CHEM 423,Spectroscopic Determination of Structure,4,,
CHEM 423,Spectroscopic Determination of Structure,4,,
CHEM 424,Advanced Organic Chemistry,3,,
Prerequisites: CHEM,324. “C” (2.0),or,,
CHEM 445,Physical Chemistry I,4,,
“C” (2.0),or higher in,all,,
Prerequisites: MATH,"121, PHYS 211,",CHEM,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
CHEM 446,Physical Chemistry II,3,,
reaction kinetics.,“C” (2.0) or higher in,all,,
Prerequisites: MATH,"122, PHYS 212,",CHEM,,
CHEM 450,Physical Chemistry Laboratory I,1,,
Laboratory to,accompany CHEM 445. An,advanced,,
Laboratory to,accompany CHEM 445. An,advanced,,
CHEM 451,Physical Chemistry Laboratory II,1,,
Laboratory to,accompany CHEM 446. Experiments,and,,
(2.0) or,better in CHEM 445; pre or coreq:,CHEM,,
(2.0) or,better in CHEM 445; pre or coreq:,CHEM,,
CHEM 460,Biochemistry I,3,,
enrollment in,CHEM 465,is,,
Prerequisites: BIOL,"106, CHEM 324. BIOL 106 or permission “C”",(2.0),,
CHEM 461,Biochemistry II,3,,
CHEM 461,Biochemistry II,3,,
CHEM 465,Biochemical Techniques I,2,,
Prerequisites: Concurrent,registration in CHEM 460 or,completion,,
CHEM 460,with “C” or higher. CHEM 305 is,highly,,
CHEM 466,Biochemical Techniques II,2,,
CHEM 467,Biochemistry of Cancer and Therapeutics,3,,
Prerequisites: CHEM,360 or,CHEM,,
CHEM 475,Instrumental Analysis,4,,
Prerequisites: CHEM,305. PHYS 212 or,PHYS,,
CHEM 479,Teaching Physical Science,4,Consent,
CHEM 481W,Inquiry and Writing in,Biochemistry,,
CHEM 481W,Inquiry and Writing in,Biochemistry,,
CHEM 489,Senior Capstone,1,,
Prerequisites: CHEM,445 or,CHEM,,
CHEM 490,Workshop,1-6,,
CHEM 497,Internship,1-16,,
CHEM 498,Undergraduate Research,1-6,,
registration attempt.,In order for CHEM 498 credits to apply,to,,
CHEM 499,Individual Study,1-6,,
228 2024-2025,Undergraduate,Catalog,,
CHIN 101,Elementary Mandarin I,5,,
CHIN 102,Elementary Mandarin II,5,,
CIVE 100,Explorations in Engineering,1,,
CIVE 101,Introduction to Engineering – Civil,2,,
CIVE 145,CAD for Civil Engineering,2,,
CIVE 201,Introduction to Problem Solving and,Civil,,
CIVE 201,Introduction to Problem Solving and,Civil,,
CIVE 201,Introduction to Problem Solving and,Civil,,
CIVE 235,Properties of Civil Engineering Materials,3,,
CIVE 235,Properties of Civil Engineering Materials,3,,
CIVE 271,Civil Engineering Measurements,2,,
Prerequisites: Select,"One: MATH 113, MATH 115,",MATH,,
CIVE 297,Internship,1-4,,
CIVE 321,Fluid Mechanics,3,,
Prerequisites: ME,214. Select one: ME 241 or,ME,,
CIVE 340,Structural Analysis,3,,
Minimum design,loads for buildings using ASCE 7,guidelines,,
Prerequisites: CIVE,223 or,ME,,
CIVE 350,Hydraulics and Hydrology,4,,
Prerequisites: CIVE,"321 or ME 321,",ME,,
CIVE 360,Geotechnical Engineering,4,,
Prerequisites: CIVE,223 or,ME,,
Corequisites: CIVE,321 or,ME,,
CIVE 370W,Transportation Engineering,4,,
Prerequisites: CIVE,"145,",ME,,
CIVE 380,Environmental Engineering,3,,
Prerequisites: Select,one: CHEM 201 or,GEOL,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
CIVE 398,CPT: Co-Operative Experience,0,,
Prerequisites: CIVE,201. At least 60 credits earned; in,good,,
CIVE 401W,Civil Engineering Design I,2,,
Prerequisites: ENG,"271W, CIVE 340, CIVE 350, CIVE 360,",CIVE,,
CIVE 402W,Civil Engineering Design II,3,,
CIVE 402W,Civil Engineering Design II,3,,
CIVE 412,Advanced Surveying,3,,
CIVE 415,Boundary Survey and Law,3,,
CIVE 417,Surveying Capstone,2,,
CIVE 432,Properties of Concrete,3,,
CIVE 432,Properties of Concrete,3,,
CIVE 435,Civil Engineering Experimentation I,2,,
Prerequisites: CIVE,"235,",CIVE,,
CIVE 436,Civil Engineering Experimentation II,2,,
Prerequisites: CIVE,"350, CIVE 360,",CIVE,,
CIVE 446,Reinforced Concrete Design,3,,
foundations according,to ACI 318 Building Code,requirements.,,
foundations according,to ACI 318 Building Code,requirements.,,
CIVE 447,Prestressed Concrete Design,3,,
CIVE 447,Prestressed Concrete Design,3,,
CIVE 448,Steel Design,3,,
CIVE 448,Steel Design,3,,
CIVE 452,Open Channel Flow,3,,
CIVE 452,Open Channel Flow,3,,
CIVE 454,Hydraulic Structures,3,,
CIVE 454,Hydraulic Structures,3,,
CIVE 455,Agricultural Drainage and Runoff,3,,
CIVE 455,Agricultural Drainage and Runoff,3,,
CIVE 458,Stormwater Management,3,,
CIVE 458,Stormwater Management,3,,
230 2024-2025,Undergraduate,Catalog,,
CIVE 461,Fundamentals of Pavement Design,3,,
Prerequisites: ME,"223,",CIVE,,
CIVE 465,Foundation Design,3,,
CIVE 465,Foundation Design,3,,
CIVE 467,Earth Structures,3,,
CIVE 467,Earth Structures,3,,
CIVE 470,Traffic Engineering,3,,
CIVE 470,Traffic Engineering,3,,
CIVE 471,Highway Planning and Design,3,,
CIVE 471,Highway Planning and Design,3,,
CIVE 475,Rural and Agricultural Transportation Design,3,,
CIVE 475,Rural and Agricultural Transportation Design,3,,
CIVE 476,Planning and Design of Airports,3,,
CIVE 476,Planning and Design of Airports,3,,
CIVE 478W,Transportation Asset Management,3,,
CIVE 478W,Transportation Asset Management,3,,
CIVE 481,"Water & Wastewater Treatment,",Collection,,
CIVE 481,"Water & Wastewater Treatment,",Collection,,
CIVE 481,"Water & Wastewater Treatment,",Collection,,
CIVE 484,Landfill and Hazardous Waste Engineering,3,,
CIVE 484,Landfill and Hazardous Waste Engineering,3,,
CIVE 491,In-Service,1-4,,
CIVE 494,Global Experience in Engineering and,Technology1,,
and after,participation in the international experience (min.,2,,
CIVE 497,Internship,1-6,,
CIVE 499,Individual Study,1-6,,
COMM 100,Fundamentals of Communication,3,,
COMM 102,Public Speaking,3,,
COMM 105W,Interpersonal Communication,4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
COMM 110,Media and Society,4,,Purple
COMM 183,Introduction to Game Design and Storytelling,4,,
COMM 198,Newsgathering Practicum,1,,
faculty advisor.,Minimum of 2 hours per week. Cannot be,substituted,,
MASS498 Internship.,Diverse,Cultures:,,
COMM 199,Public Relations Practicum,1,,
supervision of,a faculty adviser. Minimum of 2 hours per,week.,,
be substituted,for,MASS498,,
COMM 201,Small Group Communication,2-4,,
COMM 202,Nonverbal Communication,4,,
COMM 203,Intercultural Communication,4,,Purple
COMM 215,Effective Listening,2,,
COMM 217,Experiential Storytelling,4,,Gold
COMM 220,Speech and Debate,0-4,,
COMM 221W,Media Writing Fundamentals,4,,
COMM 224,Foundations in Music Industry,4,,
COMM 233,Public Relations Principles,4,,
COMM 240,Special Topics,1-4,,
COMM 242,Preparing for Advocacy,4,,
COMM 260,Principles of Visual Mass Media,4,,Purple
COMM 280,Social Media and Society,4,,
COMM 300,Foundation Seminar,2,,
COMM 301,Communication Studies:,Approaches,,
COMM 301,Communication Studies:,Approaches,,
COMM 302,Argumentation,4,,
COMM 306,Strategic Communication Research Methods,4,,
COMM 307,Data Storytelling,4,,
COMM 310,Performance of Literature,4,,
COMM 312,Professional Communication and Interviewing,4,,
COMM 314,Music Management and Concert Production,4,,
COMM 315,"Ethics, Free Speech, and Free Press",4,,
232 2024-2025,Undergraduate,Catalog,,
COMM 320,Advanced Speech and Debate,0-4,,
build upon,skills established in CMST 220 or through prior,speech,,
COMM 321,Argumentation and Debate,4,,
COMM 325W,Reporting and Editing,4,,
COMM 326,Interpersonal Communication in Leadership,4,,
COMM 330W,Multimedia Storytelling,4,,
COMM 333,Advanced Public Communication,4,,
COMM 334,Writing & Speaking for Broadcast,4,,
COMM 335,Communication and Community,4,,
COMM 340,Special Topics,1-4,,
COMM 351,Visual Storytelling,4,,
COMM 353,Creative Advertising Principles,4,,
COMM 360,Applied Media Design,4,,
COMM 370,Foundations of Health Communication,4,,
COMM 374,Digital Music 1,4,,
COMM 375,Projects in Music Industry,4,,
COMM 383,Game Theory and Criticism,4,,
COMM 398,CPT: Co-Operative Experience,0,,
COMM 400,Advanced Seminar,4,,
COMM 405,Strategic Advocacy Campaigns,4,,
COMM 409,Performance Studies,4,,
COMM 410,Topics in Relational Communication,1-4,,
COMM 412,Organizational Communication,4,,
COMM 414,Music in the Marketplace,4,,
COMM 415,Topics in Rhetoric and Culture,1-4,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
COMM 416,Topics in American Public Address,1-4,,
COMM 417,Experiential Storytelling,4,,Gold
COMM 418,"Gender, Race, and Identity",4,,
COMM 419,"Gender, Race, and Media",4,,
COMM 420,Mass Media History,4,,
1600s to,the present. Students will study media history,within,,
COMM 421,Communication Studies Teaching,and,,
COMM 421,Communication Studies Teaching,and,,
grades 5-12.,"Second, the course covers methods and techniques",in,,
development of,competitive speech programs in,grades,,
COMM 425,Crisis Communication,4,,
COMM 429,Aesthetics and Culture in Music Industry,4,,
COMM 430,Social Movements and Advocacy,4,,
COMM 432,Grassroots Advocacy and Organizing,4,,
COMM 434W,Public Relations Writing,4,,
COMM 435,Forensics Pedagogy,4,,
COMM 436W,Specialized Writing,4,,
COMM 437,Legal Aspects of the Music Industry,4,,
COMM 440,Special Topics,1-4,,
COMM 444,Music Promotion and Social Media,4,,
Examines promotions,from three perspectives: 1) The,promotion,,
music and,"artists. 2) The promotion of other products,",services,,
causes through,using music. 3) The presentation and,promotion,,
COMM 445,Conflict Management,4,,
COMM 450,Strategic Communications Case Studies,4,,
COMM 457,"Multimedia Production for Agriculture, Food",&,,
COMM 457,"Multimedia Production for Agriculture, Food",&,,
COMM 460,"Dialogue, Discussion, and Debate",4,,
COMM 464,AMP Ensemble,1-4,,
234 2024-2025,Undergraduate,Catalog,,
COMM 465,Global Media,4,,
COMM 469,Advocacy Documentary Production,4,,
COMM 470,Topics in Health Communication,4,,
COMM 473,Interactive Storytelling,4,,
COMM 474,Digital Music 2,4,,
COMM 475,Recording Studio,1-4,,
COMM 483,Serious Game Design and Criticism,4,,
COMM 484,Creative Audio Production,4,,
COMM 494,Senior Capstone Seminar,2,,
COMM 495,Mass Media Workshop,1-4,,
COMM 496,Capstone,1,,
COMM 497,Teaching Internship,1-12,,
COMM 498,"Internship 1, 5, 6, 7, 8, 9, 10, 11,",12,,
COMM 499,(1-2) Individual,Study,,
CDIS 201,Observation of Human Communication,3,,
CDIS 205,Beginning American Sign Language - Level I,3,,
CDIS 220,Basic Audiology,3,,
CDIS 290,Introduction to Communication Disorders,3,,Purple
CDIS 291,Individual Study,1-3,,
CDIS 306,Intermediate American Sign Language - Level II,3,,
CDIS 307,Advanced I American Sign Language - Level III,3,,
CDIS 308,Conversations in American Sign Language,1,,
This course,"is a repeatable, 1 credit course for students who",would,,
CDIS 312,Speech and Language Development,3,,
www.mnsu.edu 2024-2025,Undergraduate,Catalog,,
CDIS 320,Beginning and Intermediate Audiometrics,2,,
CDIS 322,Speech and Hearing Science,3,,
CDIS 346,Cultural Humility in Communication,Sciences,,
CDIS 346,Cultural Humility in Communication,Sciences,,
CDIS 350W,Interprofessional Practice and Research,3,,
CDIS 392,Phonetics,3,,
CDIS 394,Applied Anatomy and Physiology,3,,
CDIS 401,Hearing Disorders,3,,
CDIS 402,Child Language Disorders,2,,
CDIS 403,Child Language Disorders Lab,1,,
Lab associated,with CDIS 402. Practice in applying course content,to,,
CDIS 404,"Deaf Studies: Deaf Culture, History",and,,
CDIS 404,"Deaf Studies: Deaf Culture, History",and,,
CDIS 407,Advanced II American Sign Language - Level IV,3,,
Prerequisites: CDIS,"306,",CDS,,
CDIS 408,Seminar in Central Auditory Processing,Disorders3,,
CDIS 409W,Literacy Foundations and Disorders,for,,
CDIS 409W,Literacy Foundations and Disorders,for,,
CDIS 410,Neurological Bases of Speech,2,,
CDIS 416,Voice and Resonance Disorders,3,,
CDIS 420,Advanced Audiometrics,2,,
serve as,mentors to students in the CDIS,320,,
