Course Number,Course Name,Credit Count,Prerequisites,Color Group
AVIA 392,Instrument Instructor Helicopter Flight Lab,1,N/A,N/A
Prerequisites: AVIA,"242,",AVIA,N/A,N/A
AVIA 432,Aviation Law – General,3,N/A,N/A
AVIA 435,Aviation Law – Transactions,3,N/A,N/A
AVIA 435,Aviation Law – Transactions,3,N/A,N/A
AVIA 436,Flight Operations and Procedures,3,N/A,N/A
Introduces advanced,professional flight students to FAR Part,121,N/A,N/A
Introduces advanced,professional flight students to FAR Part,121,N/A,N/A
AVIA 437,Aviation Safety,3,N/A,N/A
AVIA 437,Aviation Safety,3,N/A,N/A
AVIA 442,Fundamentals of Air Traffic Control,3,N/A,N/A
AVIA 442,Fundamentals of Air Traffic Control,3,N/A,N/A
AVIA 443,Airline Dispatch,3,N/A,N/A
Prerequisites: AVIA,"240,",GEOG,N/A,N/A
AVIA 444,Aircraft Dispatcher 2,3,N/A,N/A
AVIA 444,Aircraft Dispatcher 2,3,N/A,N/A
AVIA 445,Aviation Human Factors,3,N/A,N/A
Prerequisites: Select,1 course: AVIA 150 or,AVIA,N/A,N/A
AVIA 450,Professional Pilot Theory,3,N/A,N/A
Must be,taken concurrently with,AVIA,N/A,N/A
Prerequisites: AVIA,"253,",AVIA,N/A,N/A
AVIA 451,Professional Flight Course,3,N/A,N/A
This course,is taken in conjunction in the same semester as,AVIA,N/A,N/A
This course,is taken in conjunction in the same semester as,AVIA,N/A,N/A
This course,is taken in conjunction in the same semester as,AVIA,N/A,N/A
AVIA 452,Professional Aviator Course,3,N/A,N/A
AVIA 455,Aircraft Performance,3,N/A,N/A
AVIA 455,Aircraft Performance,3,N/A,N/A
AVIA 458,Aeromedical Factors,3,N/A,N/A
AVIA 470,Advanced UAS Operation,3,N/A,N/A
Prerequisites: CIS,"350,",AVIA,N/A,N/A
AVIA 480,UAS Emphasis Senior project/Capstone,4,N/A,N/A
AVIA 480,UAS Emphasis Senior project/Capstone,4,N/A,N/A
218 2024-2025,Undergraduate,Catalog,N/A,N/A
AVIA 490,Aviation Workshop,1-10,N/A,N/A
Corequisites: ANTH,491 or ANTH 492 or ANTH 493 or,ANTH,N/A,N/A
AVIA 497,Aviation Internship,1-12,N/A,N/A
AVIA 499,Individual Study in Aviation,1-6,N/A,N/A
BIOL 100,Our Natural World,4,N/A,N/A
BIOL 102,Biology of Women,3,N/A,N/A
BIOL 104,Introduction to Soil Science,4,N/A,N/A
BIOL 105,General Biology I,4,N/A,N/A
BIOL 106,General Biology II,4,N/A,N/A
BIOL 125,Livestock Production,3,N/A,N/A
BIOL 136,Forages and Pasture Management,2,N/A,N/A
BIOL 146,Agronomy I,2,N/A,N/A
BIOL 175,Orientation to Clinical Laboratory Science,1,N/A,N/A
BIOL 201,Anatomy & Physiology I,4,N/A,N/A
BIOL 202,Anatomy & Physiology II,4,N/A,N/A
BIOL 204,Soils II,3,N/A,N/A
Prerequisites: BIOL,"104,",GEOL,N/A,N/A
BIOL 211,Genetics,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, and",MATH,N/A,N/A
BIOL 215,General Ecology,4,N/A,N/A
Prerequisites: BIOL,105 and BIOL 106,or,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
BIOL 217,Plant Science,4,N/A,N/A
Prerequisites: BIOL,105 and BIOL 106,or,N/A,N/A
BIOL 220,Human Anatomy,4,N/A,N/A
BIOL 246,Agronomy II,3,N/A,N/A
BIOL 246,Agronomy II,3,N/A,N/A
BIOL 270,Microbiology,4,One BIOL course and one semester of chemistry from among,N/A
"CHEM 104,","CHEM 106, CHEM 111, or CHEM 201. Fall,","Spring,",N/A,N/A
BIOL 271,Principles of Microbiology,4,N/A,N/A
BIOL 280,Biological Laboratory Experiences,for,N/A,N/A
BIOL 280,Biological Laboratory Experiences,for,N/A,N/A
BIOL 300,Evolutionary Analysis,3,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",BIOL,N/A,N/A
BIOL 305,Invertebrate Zoology,4,N/A,N/A
Prerequisites: BIOL,"105,",BIOL,N/A,N/A
BIOL 306,Vertebrate Zoology,4,N/A,N/A
Prerequisites: BIOL,"105,",BIOL,N/A,N/A
BIOL 310,Basics of Human Physiology,4,N/A,N/A
Prerequisites: BIOL,"220, CHEM 104 or CHEM 106 or CHEM 111",or,N/A,N/A
BIOL 320,Cell Biology,4,N/A,N/A
Prerequisites: BIOL,"105 and BIOL 106,",BIOL,N/A,N/A
BIOL 324,Neurobiology,3,N/A,N/A
BIOL 324,Neurobiology,3,N/A,N/A
BIOL 325,Principles of Human Anatomy,4,N/A,N/A
Primary emphasis,on gross anatomy supported by,3-dimensional,N/A,N/A
Primary emphasis,on gross anatomy supported by,3-dimensional,N/A,N/A
BIOL 330,Principles of Human Physiology,4,N/A,N/A
Prerequisites: BIOL,"220, CHEM 104 or CHEM 106 or CHEM 111",or,N/A,N/A
BIOL 346,Advanced Agronomy,3,N/A,N/A
Prerequisites: BIOL,"146,",BIOL,N/A,N/A
220 2024-2025,Undergraduate,Catalog,N/A,N/A
BIOL 371,Microbiology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",CHEM,N/A,N/A
BIOL 380,Blood Banking/Urinalysis,3,N/A,N/A
BIOL 398,RISEbio research,2,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106. RISEbio",program,N/A,N/A
BIOL 402,Stream Ecology,4,N/A,N/A
Prereq: BIOL,"105W, BIOL 106, BIOL 215 or",consent,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, BIOL 215",or,N/A,N/A
BIOL 403,Conservation Biology,3,N/A,N/A
Prerequisites: BIOL,215,or,N/A,N/A
BIOL 404,Wetlands,4,N/A,N/A
BIOL 404,Wetlands,4,N/A,N/A
BIOL 406,Fish Management,4,N/A,N/A
BIOL 406,Fish Management,4,N/A,N/A
BIOL 409,Advanced Field Ecology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, BIOL 215",or,N/A,N/A
BIOL 410,Global Change Biology,3,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, BIOL 215",or,N/A,N/A
BIOL 411,Human Genetics,3,N/A,N/A
BIOL 412,Soil Ecology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, BIOL 215,",or,N/A,N/A
BIOL 413,Bioinformatics,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",BIOL,N/A,N/A
BIOL 414,Ichthyology,4,N/A,N/A
BIOL 414,Ichthyology,4,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
BIOL 415,Ornithology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",BIOL,N/A,N/A
BIOL 417,Biology of Aging and Chronic Diseases,3,N/A,N/A
Prerequisites: BIOL,100 or,BIOL,N/A,N/A
BIOL 420,Diagnostic Parasitology,4,N/A,N/A
Prerequisites: BIOL,"100 or BIOL 105, BIOL",106,N/A,N/A
BIOL 421,Entomology,3,N/A,N/A
Prerequisites: BIOL,105 and BIOL 106,or,N/A,N/A
BIOL 423,Comparative Vertebrate Anatomy,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",BIOL,N/A,N/A
BIOL 424,Developmental Biology,3,N/A,N/A
Prerequisites: BIOL,100 or,BIOL,N/A,N/A
BIOL 425,Developmental Biology Lab,1,N/A,N/A
Biology 425,is an optional 1-credit laboratory addition,to,N/A,N/A
"Biology, Biology","424. In the laboratory component,",students,N/A,N/A
Prerequisites: BIOL,211; Co-requisite:,BIOL,N/A,N/A
BIOL 430,Hematology/Introduction to Immunology,4,N/A,N/A
BIOL 431,Comparative Animal Physiology,3,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106",or,N/A,N/A
BIOL 432,Lake Ecology,4,N/A,N/A
BIOL 432,Lake Ecology,4,N/A,N/A
BIOL 433,Cardiovascular Physiology,3,N/A,N/A
BIOL 434,Animal Physiology,4,N/A,N/A
Prerequisites: CHEM,"201,",BIOL,N/A,N/A
BIOL 435,Histology,4,N/A,N/A
BIOL 435,Histology,4,N/A,N/A
BIOL 436,Animal Behavior,4,N/A,N/A
Prerequisites: BIOL,"105,",BIOL,N/A,N/A
BIOL 438,General Endocrinology,3,N/A,N/A
Prerequisites: BIOL,100 or,BIOL,N/A,N/A
BIOL 440,Wildlife Management,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, BIOL 215,",BIOL,N/A,N/A
BIOL 441,Plant Physiology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, BIOL 217, one",semester,N/A,N/A
222 2024-2025,Undergraduate,Catalog,N/A,N/A
BIOL 442,Flora of Minnesota,4,N/A,N/A
BIOL 443W,Plant Ecology,4,N/A,N/A
communication. Lecture,and lab (fieldwork) included. (Taking,BIOL,N/A,N/A
BIOL 446,Principles of Weed Science,4,N/A,N/A
weed control,"practices. In addition to the prerequisites listed,",BIOL,N/A,N/A
Prerequisites: BIOL,"215,",BIOL,N/A,N/A
BIOL 451,Agroecology,4,N/A,N/A
Prerequisites: BIOL,"105,",BIOL,N/A,N/A
BIOL 452,Biological Instrumentation,3,N/A,N/A
be examined.,"Emphasis is placed on GLP, GMP, and ISO",9000,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",or,N/A,N/A
BIOL 453,Biological Engineering Analysis I,4,N/A,N/A
Prerequisites: BIOL,"270 and one semester each of calculus,","physics,",N/A,N/A
"organic chemistry,",taken concurrently with,BIOL,N/A,N/A
BIOL 454,Biological Engineering Analysis II,4,N/A,N/A
Prerequisites: BIOL,"453, taken currently with",BIOL,N/A,N/A
BIOL 456,Biotechnology Project/Laboratory I,3,N/A,N/A
an average,of 12 hours per week on,the,N/A,N/A
Prerequisites: Concurrent,enrollment in,BIOL,N/A,N/A
BIOL 457,Biotechnology Project/Laboratory II,3,N/A,N/A
average of,12 hours per week on,the,N/A,N/A
Prerequisites: BIOL,"456, taken concurrently with",BIOL,N/A,N/A
BIOL 466,Principles of Pharmacology,3,N/A,N/A
Prerequisites: CHEM,"201, BIOL 211. Select 1 course: BIOL 320",BIOL,N/A,N/A
"BIOL 431,","BIOL 441,",BIOL,N/A,N/A
BIOL 472,Microbial Ecology and Bioremediation,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, and",BIOL,N/A,N/A
BIOL 473,Virology,3,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, and",BIOL,N/A,N/A
BIOL 474,Immunology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106, and",BIOL,N/A,N/A
BIOL 475,Medical Microbiology,4,N/A,N/A
BIOL 475,Medical Microbiology,4,N/A,N/A
BIOL 476,Microbial Physiology and Genetics,5,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",BIOL,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
BIOL 478,Food Microbiology and Sanitation,4,N/A,N/A
including Hazard,Analysis/Critical Control Point and,ISO,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106 and",BIOL,N/A,N/A
BIOL 479,Molecular Biology,4,N/A,N/A
Prerequisites: BIOL,"105, BIOL 106,",BIOL,N/A,N/A
BIOL 481,Lab Supervision and Maintenance,1,N/A,N/A
BIOL 485,Biology Teaching Methods and Materials,4,N/A,N/A
BIOL 487,Nuclear Medicine Technology Internship I,17,N/A,N/A
BIOL 488,Nuclear Medicine Technology Internship II,17,N/A,N/A
BIOL 489,Senior Seminar,1,N/A,N/A
90 credits,or more,toward,N/A,N/A
BIOL 490,Workshop,1-4,N/A,N/A
BIOL 493,Cytotechnology Clinical Internship I,1-12,N/A,N/A
BIOL 494,Cytotechnology Clinical Internship II,1-12,N/A,N/A
BIOL 495,Cytotechnology Clinical Internship III,1-12,N/A,N/A
BIOL 496,Cytotechnology Clinical Internship IV,1-12,N/A,N/A
BIOL 497,Internship I,1-12,N/A,N/A
program for,a minimum of five,40-hour,Consent,N/A
BIOL 498,Internship II,1-12,N/A,N/A
program for,a minimum of five 40-hour weeks. Only four credits,can,Consent,N/A
BIOL 499,Individual Study,1-4,N/A,N/A
BUS 295,Professional Preparation for Business Careers,2,N/A,N/A
BUS 397,IBE Practicum,3,N/A,N/A
BUS 397,provides students an entrepreneurial,real-world,Must be admitted to a major.,N/A
Corequisites: FINA,"362, MGMT 230,",MRKT,N/A,N/A
224 2024-2025,Undergraduate,Catalog,N/A,N/A
BUS 491,BBA Capstone I,1,All other BBA program courses (excluding two capstone,N/A
courses) must,be complete with a mastery of 70%,or,N/A,N/A
BUS 492,BBA Capstone II,3,N/A,N/A
capstone course,(BUS491) and overall BBA program into,the,N/A,N/A
capstone course,(BUS491) and overall BBA program into,the,N/A,N/A
BLAW 200,Legal Environment of Business,3,N/A,N/A
BLAW 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op,N/A
BLAW 450,Contract Law and Professional Responsibility,3,N/A,N/A
BLAW 450,Contract Law and Professional Responsibility,3,N/A,N/A
BLAW 452,Employment Law,3,N/A,N/A
BLAW 452,Employment Law,3,N/A,N/A
BLAW 453,International Legal Environment of Business,3,N/A,N/A
BLAW 453,International Legal Environment of Business,3,N/A,N/A
BLAW 455,Legal Aspects of Banking and Finance,3,N/A,N/A
BLAW 455,Legal Aspects of Banking and Finance,3,N/A,N/A
BLAW 471,Technology and Intellectual Property Law,3,N/A,N/A
BLAW 474,Environmental Law,3,N/A,N/A
BLAW 474,Environmental Law,3,N/A,N/A
BLAW 476,Construction and Design Law,3,N/A,N/A
BLAW 476,Construction and Design Law,3,N/A,N/A
BLAW 477,Negotiation and Conflict Resolution,3,N/A,N/A
BLAW 477,Negotiation and Conflict Resolution,3,N/A,N/A
BLAW 483,Special Topics,1-3,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
BLAW 492,Study Tour,1-3,N/A,N/A
BLAW 497,Internship,1-8,N/A,N/A
BLAW 498,Internship,1-3,N/A,N/A
BLAW 499,Individual Study,1-4,N/A,N/A
CAHN 101W,The Health Care Professions,3,N/A,N/A
CHEM 100,Chemistry in Society,3,N/A,N/A
for CHEM,111 or CHEM 201. Credit will not be given to,students,N/A,N/A
have previously,taken a chemistry course at or above Chem,111,N/A,N/A
CHEM 101,Skills for General Chemistry,2,N/A,N/A
CHEM 104,Introduction to Chemistry,3,N/A,N/A
This course,is an introduction to general chemistry. It is a nonlaboratory class designed to prepare students for CHEM 201 or,to,N/A,N/A
mathematical relationships,than CHEM 106. Credit will not be,given,N/A,N/A
111 and,received a,passing,N/A,N/A
CHEM 106,Chemistry of Life Process Part I (General),3,N/A,N/A
course at,or above the 200 level. High school,algebra,High school algebra recommended,N/A
CHEM 111,Chemistry of Life Process Part II,(Organic,N/A,N/A
CHEM 111,Chemistry of Life Process Part II,(Organic,N/A,N/A
Prerequisites: CHEM,106 or high,school,N/A,N/A
CHEM 131,Forensic Science,3,N/A,N/A
CHEM 134,Mind Altering Substances,3,N/A,N/A
CHEM 190,Learning in Chemistry Applications,1,N/A,N/A
This course,is designed for those students who struggle with,Chem,N/A,N/A
in their,success in Chem 191. Students will also refresh,concepts,N/A,N/A
CHEM 191,Chemistry Applications,3,N/A,N/A
Prerequisites: High,school chemistry or “C” (2.0) or higher,in,N/A,N/A
104. Student,must demonstrate math placement requirements at,or,N/A,N/A
MATH 115,in the placement chart. See Mathematics,for,N/A,N/A
CHEM 200,GC1 Laboratory Component,1,N/A,N/A
201. This,course requires special permission. Prerequisite:,college,N/A,N/A
201. This,course requires special permission. Prerequisite:,college,N/A,N/A
CHEM 201,General Chemistry I,5,N/A,N/A
Prerequisites: “C”,(2.0) or higher in MATH 112 or the,equivalent;,N/A,N/A
school chemistry,or “C” (2.0) or higher in,CHEM,N/A,N/A
CHEM 202,General Chemistry II,5,N/A,N/A
Prerequisites: “C”,(2.0) or higher in,CHEM,N/A,N/A
226 2024-2025,Undergraduate,Catalog,N/A,N/A
CHEM 281,Biochemistry and,Chemistry,N/A,N/A
CHEM 281,Biochemistry and,Chemistry,N/A,N/A
CHEM 281,Biochemistry and,Chemistry,N/A,N/A
CHEM 299,Individual Study,1-6,N/A,N/A
CHEM 305,Analytical Chemistry,4,N/A,N/A
Prerequisites: “C”,(2.0) or higher in,CHEM,N/A,N/A
CHEM 316,Descriptive Inorganic Main Group Chemistry,3,N/A,N/A
Prerequisites: “C”,(2.0) or higher in,CHEM,N/A,N/A
CHEM 317,Transition Metal Chemistry,3,N/A,N/A
Prerequisites: “C”,(2.0) or higher in,CHEM,N/A,N/A
CHEM 322,Organic Chemistry I,4,N/A,N/A
Prerequisites: CHEM,"202, “C” (2.0) or higher in",CHEM,N/A,N/A
CHEM 324,Organic Chemistry II,3,N/A,N/A
This course,is a continuation Chem 322 and,includes,N/A,N/A
Prerequisites: CHEM,322 with a “C” (2.0),or,N/A,N/A
CHEM 325,Organic Chemistry II Lab,1,N/A,N/A
CHEM 325,Organic Chemistry II Lab,1,N/A,N/A
CHEM 325,Organic Chemistry II Lab,1,N/A,N/A
CHEM 360,Principles of Biochemistry,4,N/A,N/A
Prerequisites: CHEM,322. CHEM 324 is,strongly,N/A,N/A
CHEM 398,RISE Biochem Research,2,N/A,N/A
Prerequisites: BIOL,"105,",CHEM,N/A,N/A
CHEM 407,Environmental Chemistry,3,N/A,N/A
Prerequisites: “C”,(2.0) or higher in,CHEM,N/A,N/A
CHEM 419,Physical Inorganic Chemistry Foundations,2,N/A,N/A
Prerequisites: “C”,"(2.0) or higher in CHEM 322,",MATH,N/A,N/A
CHEM 423,Spectroscopic Determination of Structure,4,N/A,N/A
CHEM 423,Spectroscopic Determination of Structure,4,N/A,N/A
CHEM 424,Advanced Organic Chemistry,3,N/A,N/A
Prerequisites: CHEM,324. “C” (2.0),or,N/A,N/A
CHEM 445,Physical Chemistry I,4,N/A,N/A
“C” (2.0),or higher in,all,N/A,N/A
Prerequisites: MATH,"121, PHYS 211,",CHEM,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
CHEM 446,Physical Chemistry II,3,N/A,N/A
reaction kinetics.,“C” (2.0) or higher in,all,N/A,N/A
Prerequisites: MATH,"122, PHYS 212,",CHEM,N/A,N/A
CHEM 450,Physical Chemistry Laboratory I,1,N/A,N/A
Laboratory to,accompany CHEM 445. An,advanced,N/A,N/A
Laboratory to,accompany CHEM 445. An,advanced,N/A,N/A
CHEM 451,Physical Chemistry Laboratory II,1,N/A,N/A
Laboratory to,accompany CHEM 446. Experiments,and,N/A,N/A
(2.0) or,better in CHEM 445; pre or coreq:,CHEM,N/A,N/A
(2.0) or,better in CHEM 445; pre or coreq:,CHEM,N/A,N/A
CHEM 460,Biochemistry I,3,N/A,N/A
enrollment in,CHEM 465,is,N/A,N/A
Prerequisites: BIOL,"106, CHEM 324. BIOL 106 or permission “C”",(2.0),N/A,N/A
CHEM 461,Biochemistry II,3,N/A,N/A
CHEM 461,Biochemistry II,3,N/A,N/A
CHEM 465,Biochemical Techniques I,2,N/A,N/A
Prerequisites: Concurrent,registration in CHEM 460 or,completion,N/A,N/A
CHEM 460,with “C” or higher. CHEM 305 is,highly,N/A,N/A
CHEM 466,Biochemical Techniques II,2,N/A,N/A
CHEM 467,Biochemistry of Cancer and Therapeutics,3,N/A,N/A
Prerequisites: CHEM,360 or,CHEM,N/A,N/A
CHEM 475,Instrumental Analysis,4,N/A,N/A
Prerequisites: CHEM,305. PHYS 212 or,PHYS,N/A,N/A
CHEM 479,Teaching Physical Science,4,Consent,N/A
CHEM 481W,Inquiry and Writing in,Biochemistry,N/A,N/A
CHEM 481W,Inquiry and Writing in,Biochemistry,N/A,N/A
CHEM 489,Senior Capstone,1,N/A,N/A
Prerequisites: CHEM,445 or,CHEM,N/A,N/A
CHEM 490,Workshop,1-6,N/A,N/A
CHEM 497,Internship,1-16,N/A,N/A
CHEM 498,Undergraduate Research,1-6,N/A,N/A
registration attempt.,In order for CHEM 498 credits to apply,to,N/A,N/A
CHEM 499,Individual Study,1-6,N/A,N/A
228 2024-2025,Undergraduate,Catalog,N/A,N/A
CHIN 101,Elementary Mandarin I,5,N/A,N/A
CHIN 102,Elementary Mandarin II,5,N/A,N/A
CIVE 100,Explorations in Engineering,1,N/A,N/A
CIVE 101,Introduction to Engineering – Civil,2,N/A,N/A
CIVE 145,CAD for Civil Engineering,2,N/A,N/A
CIVE 201,Introduction to Problem Solving and,Civil,N/A,N/A
CIVE 201,Introduction to Problem Solving and,Civil,N/A,N/A
CIVE 201,Introduction to Problem Solving and,Civil,N/A,N/A
CIVE 235,Properties of Civil Engineering Materials,3,N/A,N/A
CIVE 235,Properties of Civil Engineering Materials,3,N/A,N/A
CIVE 271,Civil Engineering Measurements,2,N/A,N/A
Prerequisites: Select,"One: MATH 113, MATH 115,",MATH,N/A,N/A
CIVE 297,Internship,1-4,N/A,N/A
CIVE 321,Fluid Mechanics,3,N/A,N/A
Prerequisites: ME,214. Select one: ME 241 or,ME,N/A,N/A
CIVE 340,Structural Analysis,3,N/A,N/A
Minimum design,loads for buildings using ASCE 7,guidelines,N/A,N/A
Prerequisites: CIVE,223 or,ME,N/A,N/A
CIVE 350,Hydraulics and Hydrology,4,N/A,N/A
Prerequisites: CIVE,"321 or ME 321,",ME,N/A,N/A
CIVE 360,Geotechnical Engineering,4,N/A,N/A
Prerequisites: CIVE,223 or,ME,N/A,N/A
Corequisites: CIVE,321 or,ME,N/A,N/A
CIVE 370W,Transportation Engineering,4,N/A,N/A
Prerequisites: CIVE,"145,",ME,N/A,N/A
CIVE 380,Environmental Engineering,3,N/A,N/A
Prerequisites: Select,one: CHEM 201 or,GEOL,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
CIVE 398,CPT: Co-Operative Experience,0,N/A,N/A
Prerequisites: CIVE,201. At least 60 credits earned; in,good,N/A,N/A
CIVE 401W,Civil Engineering Design I,2,N/A,N/A
Prerequisites: ENG,"271W, CIVE 340, CIVE 350, CIVE 360,",CIVE,N/A,N/A
CIVE 402W,Civil Engineering Design II,3,N/A,N/A
CIVE 402W,Civil Engineering Design II,3,N/A,N/A
CIVE 412,Advanced Surveying,3,N/A,N/A
CIVE 415,Boundary Survey and Law,3,N/A,N/A
CIVE 417,Surveying Capstone,2,N/A,N/A
CIVE 432,Properties of Concrete,3,N/A,N/A
CIVE 432,Properties of Concrete,3,N/A,N/A
CIVE 435,Civil Engineering Experimentation I,2,N/A,N/A
Prerequisites: CIVE,"235,",CIVE,N/A,N/A
CIVE 436,Civil Engineering Experimentation II,2,N/A,N/A
Prerequisites: CIVE,"350, CIVE 360,",CIVE,N/A,N/A
CIVE 446,Reinforced Concrete Design,3,N/A,N/A
foundations according,to ACI 318 Building Code,requirements.,N/A,N/A
foundations according,to ACI 318 Building Code,requirements.,N/A,N/A
CIVE 447,Prestressed Concrete Design,3,N/A,N/A
CIVE 447,Prestressed Concrete Design,3,N/A,N/A
CIVE 448,Steel Design,3,N/A,N/A
CIVE 448,Steel Design,3,N/A,N/A
CIVE 452,Open Channel Flow,3,N/A,N/A
CIVE 452,Open Channel Flow,3,N/A,N/A
CIVE 454,Hydraulic Structures,3,N/A,N/A
CIVE 454,Hydraulic Structures,3,N/A,N/A
CIVE 455,Agricultural Drainage and Runoff,3,N/A,N/A
CIVE 455,Agricultural Drainage and Runoff,3,N/A,N/A
CIVE 458,Stormwater Management,3,N/A,N/A
CIVE 458,Stormwater Management,3,N/A,N/A
230 2024-2025,Undergraduate,Catalog,N/A,N/A
CIVE 461,Fundamentals of Pavement Design,3,N/A,N/A
Prerequisites: ME,"223,",CIVE,N/A,N/A
CIVE 465,Foundation Design,3,N/A,N/A
CIVE 465,Foundation Design,3,N/A,N/A
CIVE 467,Earth Structures,3,N/A,N/A
CIVE 467,Earth Structures,3,N/A,N/A
CIVE 470,Traffic Engineering,3,N/A,N/A
CIVE 470,Traffic Engineering,3,N/A,N/A
CIVE 471,Highway Planning and Design,3,N/A,N/A
CIVE 471,Highway Planning and Design,3,N/A,N/A
CIVE 475,Rural and Agricultural Transportation Design,3,N/A,N/A
CIVE 475,Rural and Agricultural Transportation Design,3,N/A,N/A
CIVE 476,Planning and Design of Airports,3,N/A,N/A
CIVE 476,Planning and Design of Airports,3,N/A,N/A
CIVE 478W,Transportation Asset Management,3,N/A,N/A
CIVE 478W,Transportation Asset Management,3,N/A,N/A
CIVE 481,"Water & Wastewater Treatment,",Collection,N/A,N/A
CIVE 481,"Water & Wastewater Treatment,",Collection,N/A,N/A
CIVE 481,"Water & Wastewater Treatment,",Collection,N/A,N/A
CIVE 484,Landfill and Hazardous Waste Engineering,3,N/A,N/A
CIVE 484,Landfill and Hazardous Waste Engineering,3,N/A,N/A
CIVE 491,In-Service,1-4,N/A,N/A
CIVE 494,Global Experience in Engineering and,Technology1,N/A,N/A
and after,participation in the international experience (min.,2,N/A,N/A
CIVE 497,Internship,1-6,N/A,N/A
CIVE 499,Individual Study,1-6,N/A,N/A
COMM 100,Fundamentals of Communication,3,N/A,N/A
COMM 102,Public Speaking,3,N/A,N/A
COMM 105W,Interpersonal Communication,4,N/A,N/A
www.mnsu.edu 2024-2025,Undergraduate,Catalog,N/A,N/A
COMM 110,Media and Society,4,N/A,Purple
COMM 183,Introduction to Game Design and Storytelling,4,N/A,N/A
COMM 198,Newsgathering Practicum,1,N/A,N/A
faculty advisor.,Minimum of 2 hours per week. Cannot be,substituted,N/A,N/A
MASS498 Internship.,Diverse,Cultures:,N/A,N/A
COMM 199,Public Relations Practicum,1,N/A,N/A
supervision of,a faculty adviser. Minimum of 2 hours per,week.,N/A,N/A
be substituted,for,MASS498,N/A,N/A
COMM 201,Small Group Communication,2-4,N/A,N/A
COMM 202,Nonverbal Communication,4,N/A,N/A
COMM 203,Intercultural Communication,4,N/A,Purple
COMM 215,Effective Listening,2,N/A,N/A
