Course Number,Course Name,Credit Count,Prerequisites/Color Group
MUSP,"165 Private Tuba 1 1,",3,Permission of instructor
MUSP,"171 Private Violin 1 1,",3,Permission of Instructor
MUSP,"172 Private Viola 1 1,",3,Permission of Instructor
MUSP,"173 Private Cello 1 1,",3,Permission of Instructor
MUSP,"174 Private Double Bass 1 1,",3,Permission of Instructor
MUSP,"176 Private Classical Guitar 1 1,",3,Permission of Instructor
MUSP,177 Group Instruction in Guitar,3,N/A
MUSP,"178 Private Electric Guitar 1 1,",3,Permission of Instructor
MUSP,"179 Private Electric Bass 1 1,",3,Permission of Instructor
MUSP,"181 Private Flute 1 1,",3,Permission of instructor
MUSP,"182 Private Oboe 1 1,",3,Permission of instructor
MUSP,"183 Private Clarinet 1 1,",3,Permission of instructor
MUSP,"184 Private Saxophone 1 1,",3,Permission of instructor
MUSP,"185 Private Bassoon 1 1,",3,Permission of instructor
MUSP,"186 Private Percussion 1 1,",3,Permission of instructor
MUSP,"191 Private Instrument 1 1,",3,Permission of Instructor
MUSP,201 Concert Choir,0-1,N/A
MUSP,202 University Chorale,0-1,N/A
MUSP,203 Chamber Singers,0-1,N/A
MUSP,208 Contemporary Vocal Ensemble,0-1,N/A
MUSP,211 Music Productions for the Stage and Screen,0-1,N/A
MUSP,214 Vocal Ensemble,0-1,N/A
MUSP,221 Wind Ensemble,0-1,N/A
MUSP,222 Symphonic Band,0-1,N/A
MUSP,223 University Orchestra,0-1,N/A
MUSP,225 Jazz Mavericks,0-1,N/A
MUSP,226 Contemporary Instrumental Ensemble,0-1,N/A
MUSP,233 Percussion Ensemble,0-1,N/A
MUSP,235 Theatre Orchestra,0-1,N/A
MUSP,239 Instrumental Ensemble,0-1,N/A
MUSP,"251 Private Voice 2 1,",3,N/A
MUSP,"255 Private Piano 2 1,",3,Permission of Instructor
MUSP,"256 Private Harpsichord 2 1,",3,Permission of instructor
MUSP,"257 Private Organ 2 1,",3,Permission of Instructor
MUSP,"261 Private Trumpet 2 1,",3,N/A
MUSP,"262 Private Horn 2 1,",3,Permission of Instructor
MUSP,"263 Private Trombone 2 1,",3,Permission of Instructor
MUSP,"264 Private Euphonium 2 1,",3,Permission of Instructor
MUSP,"265 Private Tuba 2 1,",3,Permission of Instructor
MUSP,"271 Private Violin 2 1,",3,N/A
MUSP,"272 Private Viola 2 1,",3,Permission of instructor
MUSP,"273 Private Cello 2 1,",3,Permission of instructor
MUSP,"274 Private Double Bass 2 1,",3,Permission of instructor
MUSP,"276 Private Classical Guitar 2 1,",3,Permission of Instructor
MUSP,"278 Private Electric Guitar 2 1,",3,Permission of instructor
MUSP,"279 Private Electric Bass 2 1,",3,Permission of Instructor
MUSP,"281 Private Flute 2 1,",3,N/A
MUSP,"282 Private Oboe 2 1,",3,Permission of instructor
MUSP,"283 Private Clarinet 2 1,",3,Permission of instructor
MUSP,"284 Private Saxophone 2 1,",3,Permission of instructor
MUSP,"285 Private Bassoon 2 1,",3,Permission of instructor
MUSP,"286 Private Percussion 2 1,",3,Permission of instructor
MUSP,"291 Private Instrument 2 1,",3,Permission of instructor
MUSP,299 Sophomore Recital/Project,0,Permission of instructor
MUSP,301 Concert Choir,0-1,MUS 299
MUSP,302 University Chorale,0-1,MUS 299. Permission
MUSP,303 Chamber Singers,0-1,N/A
MUSP,308 Contemporary Vocal Ensemble,0-1,N/A
MUSP,311 Music Productions for the Stage and Screen,0-1,N/A
MUSP,314 Vocal Ensemble,0-1,N/A
Majors,,3,Permission of instructor
MUSP,321 Wind Ensemble,0-1,N/A
MUSP,322 Symphonic Band,0-1,N/A
MUSP,323 University Orchestra,0-1,N/A
MUSP,325 Jazz Ensemble,0-1,N/A
MUSP,326 Contemporary Instrumental Ensemble,0-1,N/A
MUSP,331 Maverick Machine Athletic Band,0-1,N/A
MUSP,333 Percussion Ensemble,0-1,N/A
MUSP,339 Instrumental Ensemble,0-1,N/A
MUSP,"351 Private Voice 3 1,",3,Permission of Instructor
MUSP,"355 Private Piano 3 1,",3,Permission of Instructor required.
MUSP,"356 Private Harpsichord 3 1,",3,Permission of Instructor required.
MUSP,"357 Private Organ 3 1,",3,Permission of Instructor required.
MUSP,"358 Private Contemporary Commercial Voice 3 1,",3,N/A
MUSP,"361 Private Trumpet 3 1,",3,Permission of Instructor
MUSP,"362 Private Horn 3 1,",3,Permission of Instructor
MUSP,"363 Private Trombone 3 1,",3,Permission of Instructor
MUSP,"364 Private Euphonium 3 1,",3,Permission of Instructor
MUSP,"365 Private Tuba 3 1,",3,Permission of Instructor
MUSP,"371 Private Violin 3 1,",3,Permission of instructor
MUSP,"372 Private Viola 3 1,",3,Permission of instructor
MUSP,"373 Private Cello 3 1,",3,Permission of instructor
MUSP,"374 Private Double Bass 3 1,",3,Permission of instructor
MUSP,"376 Private Classical Guitar 3 1,",3,Permission of instructor
MUSP,"378 Private Electric Guitar 3 1,",3,Permission of instructor
MUSP,"379 Private Electric Bass 3 1,",3,Permission of instructor
MUSP,"381 Private Flute 3 1,",3,"Upper-Level Jury, and consent, permission of instructor."
MUSP,"382 Private Oboe 3 1,",3,Permission of Instructor.
MUSP,"383 Private Clarinet 3 1,",3,Permission of Instructor.
MUSP,"384 Private Saxophone 3 1,",3,Permission of Instructor.
MUSP,"385 Private Bassoon 3 1,",3,Permission of Instructor.
MUSP,"386 Private Percussion 3 1,",3,Permission of Instructor.
MUSP,"391 Private Instrument 3 1,",3,Permission of Instructor required.
MUSP,399 Junior Recital,0-1,N/A
MUSP,401 Concert Choir,0-1,Permission of Instructor.
MUSP,403 Chamber Singers,0-1,Permission of Instructor.
MUSP,408 Contemporary Vocal Ensemble,0-1,N/A
MUSP,411 Music Productions for the Stage and Screen,0-1,N/A
MUSP,414 Vocal Ensemble,0-1,Permission of instructor
MUSP,421 Wind Ensemble,0-1,Permission of instructor
MUSP,422 Symphonic Band,0-1,N/A
MUSP,423 University Orchestra,0-1,Permission of instructor
MUSP,426 Contemporary Instrumental Ensemble,0-1,Permission of instructor
MUSP,433 Percussion Ensemble,0-1,Permission of instructor
MUSP,435 Theatre Orchestra,0-1,Permission of instructor
MUSP,439 Instrumental Ensemble,0-1,Permission of instructor
MUSP,"451 Private Voice 4 1,",3,Permission of instructor
MUSP,"455 Private Piano 4 1,",3,Permission of instructor
MUSP,"456 Private Harpsichord 4 1,",3,Permission of instructor
MUSP,"457 Private Organ 4 1,",3,Permission of instructor
MUSP,"458 Private Contemporary Commercial Voice 4 1,",3,Permission of instructor
MUSP,"461 Private Trumpet 4 1,",3,Permission of instructor
MUSP,"462 Private Horn 4 1,",3,Permission of instructor
MUSP,"463 Private Trombone 4 1,",3,Permission of instructor
MUSP,"464 Private Euphonium 4 1,",3,Permission of instructor
MUSP,"465 Private Tuba 4 1,",3,Permission of instructor
MUSP,"471 Private Violin 4 1,",3,Permission of instructor
MUSP,"472 Private Viola 4 1,",3,Permission of instructor
MUSP,"473 Private Cello 4 1,",3,Permission of instructor
MUSP,"474 Private Double Bass 4 1,",3,Permission of instructor
MUSP,"476 Private Classical Guitar 4 1,",3,Permission of instructor
MUSP,"478 Private Electric Guitar 4 1,",3,Permission of instructor
MUSP,"479 Private Electric Bass 4 1,",3,Permission of instructor
MUSP,"481 Private Flute 4 1,",3,Permission of instructor
MUSP,"482 Private Oboe 4 1,",3,Permission of instructor
MUSP,"483 Private Clarinet 4 1,",3,Permission of instructor
MUSP,"484 Private Saxophone 4 1,",3,Permission of instructor
MUSP,"485 Private Bassoon 4 1,",3,Permission of instructor
MUSP,"486 Private Percussion 4 1,",3,Permission of instructor
MUSP,"491 Private Instrument 4 1,",3,Permission of instructor
MUSP,493 Advanced Choral Conducting,3,Permission of Instructor
MUSP,497 Advanced Instrumental Conducting,3,N/A
MUSP,498 Senior Capstone Project or Recital,0-1,N/A
NPL,273 Introduction to the Nonprofit Sector,3,N/A
NPL,460 Administering Cultural Organizations,3,N/A
NPL,473 Advanced Workshop in Nonprofit Leadership,3,N/A
NPL,485 Selected Topics,1-3,N/A
NPL,486 Fundraising for Nonprofits,3,N/A
NPL,488 Financial Management for Nonprofits,3,N/A
NPL,497 Internship: Nonprofit Leadership,3,N/A
NURS,282 Pathophysiology for Healthcare Professionals,3,BIOL 201 and BIOL 202 OR BIOL 220 and BIOL 330
NURS,284 Pharmacology for Healthcare Professionals,3,Minimum of a C in BIOL 220 and BIOL 330.
NURS,286 Relationship-Based Care,3,N/A
NURS,301 Cultural Health Immersion: Study Abroad,3,Gold
NURS,310 Professional Nursing,3,N/A
NURS,311 Physiologic Integrity I,4,N/A
NURS,312 Pharmacology for Nurses,3,N/A
NURS,313 Assessment and Nursing Procedures,4,N/A
for,RNs,4,
NURS,333 Professional Nursing,3,N/A
NURS,334 Physiologic Integrity I,4,N/A
NURS,335 Family and Societal Nursing Inquiry,3,N/A
NURS,336 Assessment and Nursing Procedures,5,N/A
NURS,350W Critical Inquiry in Nursing,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS,351 Physiologic Integrity II,5,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS,353 Psychosocial Integrity,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
Reproductive,Health,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS,357 Nursing Simulation and Procedures II,2,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS,362 Family and Societal Nursing for RNs,4,
NURS,363 Critical Inquiry in Nursing,2,N/A
NURS,364 Physiologic Integrity II,5,"NURS 284, NURS 330, NURS 333, NURS 334, NURS 336"
NURS,365 Nursing Care of Families in Transition I,7,"NURS 333, NURS 334, NURS 335, NURS 336"
NURS,"366 Quality, Safety and Informatics in Healthcare",2,N/A
NURS,382 Holistic Nursing Assessment and Practice,4,Gold
NURS,398 CPT: Co-Operative Experience,0,N/A
NURS,401 Cultural Immersion in Nursing Practice for RNs,3,N/A
NURS,"410 Quality, Safety and Informatics in Healthcare",3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS,411 Physiologic Integrity III,5,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS,413 Population Focused Care,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS,416 Family Transitions in Vulnerable Populations,2,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS,417 Nursing Simulation and Procedures III,1,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
Health,,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS,433 Community Oriented Nursing Inquiry,4,"NURS 363, NURS 364, NURS 365, NURS 366"
NURS,434 Physiologic Integrity III,4,"NURS 363, NURS 364, NURS 365, NURS 366"
NURS,435 Nursing Care of Families in Transition II,3,"NURS 363, NURS 364, NURS 365, NURS 366"
NURS,436 Psychosocial Integrity,4,"NURS 363, NURS 364, NURS 365, NURS 366, PSYC 101"
NURS,444 Healthcare Innovation and Entrepreneurship,4,NURS 286
NURS,445 Legal and Ethical Issues in Health Informatics,4,NURS 286
NURS,450 Nursing Leadership & Management,3,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,"
NURS,451 Physiologic Integrity IV,4,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,"
Crisis,,2,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417,"
NURS,458 Professional Role Integration,3,"NURS 450, NURS 451"
NURS,463 Nursing Leadership and Management,3,"NURS 433, NURS 434, NURS 435, NURS 436"
NURS,464 Physiologic Integrity IV,4,"NURS 433, NURS 434, NURS 435, NURS 436"
NURS,465 Nursing Care of Families in Crisis,2,"NURS 433, NURS 434, NURS 435, NURS 436"
NURS,466 Professional Role Integration,4,"NURS 463, NURS 464"
for,RNs,6,"NURS 320, NURS 382. RN Licensure. Admission to the RN"
NURS,490 Workshop,1-3,N/A
NURS,491 In-Service,1-5,N/A
Practice,,4,"RN Licensure; NURS 320, NURS 362, NURS 382. RN"
Healthcare,,4,N/A
NURS,497 Internship,1,N/A
NURS,499 Individual Study,1-5,N/A
PHIL,100W Introduction to Philosophy,3,N/A
PHIL,101W Philosophical Problem: The Mind-Body,Problem3,N/A
PHIL,110 Logic and Critical Thinking,3,N/A
PHIL,112W Scientific Reasoning,3,N/A
PHIL,"115W Philosophy of Race, Class and Gender",3,N/A
PHIL,120W Introduction to Ethics,3,N/A
PHIL,122W Introduction to Asian Philosophy,3,Purple
PHIL,"205W Culture, Identity, and Diversity",3,N/A
PHIL,222W Medical Ethics,3,N/A
PHIL,224 Business Ethics,3,N/A
PHIL,224W Business Ethics,3,N/A
PHIL,226W Environmental Ethics,3,N/A
PHIL,"240W Law, Justice & Society",3,N/A
PHIL,311 Symbolic Logic,3,N/A
PHIL,321W Social & Political Philosophy,3,N/A
PHIL,322W Ethical Theory,3,"Select one course: PHIL 120W, PHIL 222W, PHIL 224W, or"
PHIL,323W Philosophy of Economics,3,N/A
PHIL,334W History of Philosophy: Classical Philosophy,3,N/A
Philosophy,,3,N/A
PHIL,337 19th Century Philosophy,3,N/A
PHIL,358W Topics in Asian Philosophy,3,N/A
PHIL,361 Philosophy of Religion,3,N/A
PHIL,400 The Philosophy of Immanuel Kant,3,N/A
PHIL,405 The Philosophy of Ludwig Wittgenstein,3,N/A
PHIL,410 Philosophy of Language,3,N/A
PHIL,420 Epistemology,3,N/A
PHIL,430 Metaphysics,3,N/A
PHIL,437 Contemporary Philosophy,3,N/A
PHIL,440 Philosophy of Law,3,N/A
PHIL,450 (1-3) Special Topics,1-3,N/A
PHIL,455 Existentialism & Phenomenology,3,N/A
PHIL,460 Philosophy of the Arts,3,N/A
PHIL,465 Philosophy of Film,3,N/A
PHIL,474 Philosophy of the Mind,3,N/A
PHIL,475 Philosophical Issues in Cognitive Science,3,N/A
PHIL,476 Philosophy of Perception,3,N/A
PHIL,477 Animal Minds,3,N/A
PHIL,480 Philosophy of Science,3,N/A
PHIL,481 Philosophy of Biology,3,N/A
PHIL,482 Philosophy of Social Science,3,N/A
PHIL,490 Workshop,1-6,N/A
PHIL,491 In-Service,1-6,N/A
PHIL,497 Philosophy-Cognitive Science Thesis,3,N/A
PHIL,499 (1-6) Individual Study,1-6,N/A
PHYS,101 Introductory Physics,3,N/A
PHYS,"105 Time, Atomic Clocks, and Relativity",3,N/A
PHYS,150 Explorations in Physics,1,N/A
PHYS,211 Principles of Physics I,4,"Either MATH 112 and MATH 113, or MATH 115"
PHYS,212 Principles of Physics II,4,PHYS 211
PHYS,220 Skills for Introductory Physics,2,N/A
PHYS,221 General Physics I,4,N/A
PHYS,222 General Physics II,3,MATH 121 with a “C” or better; PHYS 221 with a “C” or
PHYS,223 General Physics III,3,MATH 121 with a “C” or better; and PHYS 221 with a “C” or
PHYS,232 General Physics II Laboratory,1,PHYS 221 with a “C” or better; and PHYS 222 or concurrent.
PHYS,233 General Physics III Laboratory,1,PHYS 221 with a “C” or better; and PHYS 223 or concurrent.
PHYS,280 Lab Experiences in Physical Science,3,N/A
PHYS,335 Modern Physics I,3,MATH 122; (PHYS 222 and concurrently with PHYS 223) or
PHYS,336 Modern Physics II,3,PHYS 335
PHYS,381 Tutoring Physics,1-3,Consent
PHYS,417 Biophysics,2,"MATH 121, PHYS 212 or PHYS 222"
PHYS,441 Mechanics,4,PHYS 222 or PHYS 223; and MATH 321 or consent.
PHYS,447 Electricity & Magnetism I,3,MATH 223 and MATH 321 and PHYS 222
PHYS,448 Electricity & Magnetism II,3,PHYS 223 and PHYS 447
PHYS,453 Solid State Physics,3,PHYS 335
PHYS,457 Optics,3,MATH 122 and PHYS 223
PHYS,461 Quantum Mechanics,4,"PHYS 335, PHYS 441, MATH 247, MATH 321"
PHYS,465 Computer Applications in Physics,3,"CIS 121, MATH 122. Select one PHYS 222 or PHYS 223"
PHYS,473 Statistical Physics,3,MATH 321 and PHYS 223
PHYS,475 Advanced Laboratory,2,PHYS 336 or consent
PHYS,475W Advanced Laboratory,3,PHYS 336 or consent
Science,,4,"one year of chemistry and one year of physics, or consent"
PHYS,493 Undergraduate Research,1-6,Consent
PHYS,495 Selected Topics,1-2,PHYS 335 and PHYS 336
PHYS,497 Internship,1-16,Usually Senior standing
PHYS,499 Individual Study,1-8,Consent
POL,100 Introduction to Politics,4,N/A
POL,101 Introduction to Public Life,4,N/A
POL,103W Thinking About Politics,4,N/A
POL,104 Understanding the U.S. Constitution,4,N/A
POL,106 Politics in the World Community,4,N/A
POL,111 United States Government,4,N/A
POL,201 Issues in Politics,1-4,N/A
POL,221 Quantitative Methods in the Social Sciences,4,N/A
POL,231 World Politics,4,N/A
POL,234 Model United Nations,4,N/A
POL,241 Introduction to Comparative Politics,4,N/A
POL,260 Introduction to Public Policy and Administration,4,N/A
POL,271 State & Local Government,4,N/A
POL,311 Ancient & Medieval Political Philosophy,4,N/A
POL,312 Early Modern Political Philosophy,4,N/A
POL,313 Modern Political Philosophy,4,N/A
POL,321 Democracy and Citizenship,4,N/A
POL,361 Public Budgeting,4,N/A
POL,410 Topics in Political Philosophy,4,N/A
POL,414 Early United States Political Thought,4,N/A
POL,415 Recent United States Political Thought,4,N/A
POL,420 Topics in Participation and Behavior,1-4,N/A
POL,422 Campaigns & Elections,4,N/A
POL,423 Political Parties,4,N/A
POL,424 Women & Politics,4,N/A
POL,426 Racial and Ethnic Politics,4,N/A
POL,427 Political Psychology,4,N/A
POL,"428 Media, Entertainment, & Politics",4,N/A
POL,430 Topics in International Relations,1-4,POL 231
POL,431 International Relations,4,POL 231
POL,433 International Organization,4,POL 231
POL,434 United States Foreign Policy,4,POL 231
POL,"435 Capitalism, Nationalism, and Democracy",4,POL 241
POL,436 International Political Economy,4,POL 231
POL,437 International Conflict Resolution,4,POL 231
POL,438 International Relations of East Asia,4,N/A
the,Americas,4,POL 241
POL,440 Topics in Comparative Politics,1-4,POL 241
POL,441 Russia & Neighboring States Politics,4,POL 241
POL,442 South Asia: Politics & Policy,4,POL 241
POL,443 Middle East Politics,4,POL 241
POL,444 Conflict and Development in Latin America,4,POL 241
POL,445 Asian Pacific Rim: Politics & Policy,4,POL 241
POL,446 African Politics,4,POL 241
POL,447 European Democracies,4,POL 241
POL,448 Political Development & Change,4,POL 241
POL,450 Topics in Public Law,1-4,N/A
POL,451 Administrative Law,4,N/A
POL,453 Constitutional Law,4,N/A
POL,454 Civil Liberties,4,N/A
POL,455 American Legal Philosophy,4,N/A
POL,460 Topics in Public Policy/Administration,1-4,N/A
POL,461 Environmental Politics,4,N/A
POL,462 Collective Bargaining: Public Sector,4,N/A
POL,463 Public Personnel Administration,4,N/A
POL,465 Food and Agriculture Policy,4,N/A
POL,466 Entertainment and Public Policy,4,N/A
POL,467 Housing and Health Policy,4,N/A
POL,470 Topics in Institutions & Process,1-4,N/A
POL,471 Public Opinion and Polling Methods,4,N/A
POL,473 United States Congress,4,N/A
POL,474 The Presidency of the United States,4,N/A
POL,475 Judicial Process,4,N/A
POL,476 Southern Politics,4,N/A
POL,491 Internship,1-12,N/A
POL,492 (1-5) Individual Study,1-5,N/A
PSYC,101 Introduction to Psychological Science,4,N/A
PSYC,103W Psychology Today,3,N/A
PSYC,150 Science of Learning for College Student Success,2,N/A
PSYC,201 Statistics for Psychology,4,"Complete one course: MATH 112, MATH 113, MATH 115,"
PSYC,202 Careers in Psychology,1,N/A
PSYC,205 Psychology of Sexual Health,4,N/A
PSYC,206 Introduction to Cognitive Science,4,N/A
PSYC,211W Research Methods and Design,4,Must have a minimum total cumulative GPA of 2.70 or
PSYC,219 Psychology of Diversity and Inclusion,4,N/A
PSYC,230 Child Care Psychology,3,N/A
PSYC,240 Personal Adjustment,3,N/A
PSYC,291 Tutoring Psychology,1-4,PSYC 101
PSYC,303 Introduction to Clinical Psychology,3,N/A
PSYC,304 Introduction to School Psychology,2,N/A
PSYC,321 Introduction to Brain and Behavior,4,PSYC 201
PSYC,325 Introduction to Cognitive Psychology,4,"either PSY 101 OR PSY 206, not both"
PSYC,340 Introduction to Social Psychology,4,PSYC 101
PSYC,343 Introduction to Developmental Psychology,4,PSYC 101
PSYC,358 Introduction to Cultural Psychology,4,Purple
Psychology,,4,N/A
PSYC,389 Psychology and the Law,3,N/A
PSYC,398 CPT: Co-Operative Experience,0,PSYC 101. At least 60 credits earned; in good standing;
Prerequisites:,PSYC 101. At least 60 credits earned; in,good,N/A
PSYC,401 Clinical Sexuality,4,N/A
PSYC,409 History and Systems,4,PYSC 211w
PSYC,410 Communicating Psychological Science,4,"PSYC 201, PSYC 211W"
PSYC,413 Sensation & Perception,4,PSYC 201
PSYC,414 Learning,4,PSYC 101
PSYC,415 Human Memory,4,PSYC 211W
PSYC,417 Advanced Topics in Cognitive Psychology,1-4,"PSYC 325, PSYC 414, PSYC 415 (ONE course from that list,"
PSYC,419 Psychometric Theory,4,PSYC 211W
PSYC,420 Psychopharmacology,4,PSYC 211W
PSYC,421 Behavioral Neuroscience,4,"PSYC 201, PSYC 211W"
PSYC,423 Cognitive Neuroscience,4,"PSYC 211W, PSYC321"
PSYC,430 Advanced Topics in Biological Psychology,4,"PSYC 211W, PSYC 321"
PSYC,432 Advanced Topics in Developmental Psychology,1-4,"PSYC 433, PSYC 436, PSYC 343, PSYC 466: One course from"
PSYC,433 Child Psychology,4,PSYC 101
PSYC,436 Adolescent Psychology,4,N/A
PSYC,442 Group Psychology,3,PSYC 101
PSYC,443 Advanced Social Psychology,4,"PSYC 211W, PSYC 340 or PSYC 358"
PSYC,445 Advanced Topics in Social Psychology,1-4,"PSYC 340, PSYC 358, PSYC 455, PSYC 460W (ONE course"
PSYC,450 Advanced Cognitive Psychology,4,"PSYC 211W, PSYC 325"
PSYC,455 Abnormal Psychology,4,PSYC 101
PSYC,460W Psychology of Women,3,Purple
PSYC,461 Marketing Psychology,3,8 PSYC credits
Prerequisites:,8,PSYC,N/A
PSYC,466 Psychology of Aging,4,PSYC 101
PSYC,476 Introduction to Applied Behavior Analysis,4,PSYC 211W
PSYC,478 Health Psychology,4,Three courses in PSYC
PSYC,485 Topics in Applied Psychology,1-4,PSYC 101
PSYC,489 Advanced Topics,1-5,N/A
PSYC,490 Workshop,1-3,N/A
PSYC,496 Laboratory Research in Psychology,2,PYSC 211W
PSYC,497 Field Experience,1-8,N/A
P/N,grading only. Prereq: 9 credits,of,PYSC 211W
PSYC,499 Individual Study,1-4,N/A
Studies,,3,N/A
RPLS,165 Introduction to Community Tourism and Travel,3,N/A
RPLS,175 Natural Resources and Conservation in RPLS,3,N/A
RPLS,182 Wildlife as a Recreational Resource,3,N/A
RPLS,185 Undergraduate Open Seminar,1-3,N/A
RPLS,250 Therapeutic Recreation Services,3,Purple
RPLS,276 Recreation Leadership,3,N/A
RPLS,"293 Leisure, Recreation, Play, and Well-Being",3,N/A
RPLS,302 Pre-Practicum Seminar,2,N/A
RPLS,325 Experiential Education and Outdoor,Programming3,N/A
RPLS,341W Research Methods in RPLS,3,N/A
RPLS,350 Methods of Interpretation in RPLS,3,N/A
RPLS,365 Commercial Recreation and Tourism,3,N/A
RPLS,373 Operations and Facility Management in RPLS,3,N/A
RPLS,375 Recreation Technology,3,RPLS 272 or with instructor permission.
RPLS,376 Program Planning in RPLS,3,N/A
RPLS,377 Public Relations,3,N/A
RPLS,377W Public Relations,3,N/A
RPLS,384 Field Experience,1,N/A
in,RPLS,3,N/A
RPLS,398 CPT: Co-Operative Experience,0,At least 60 credits earned; in good standing; instructor
RPLS,440 Therapeutic Recreation Assessment,3,"RPLS 272, RPLS 274 or with instructor permission."
RPLS,445 Foundations of Therapeutic Recreation Practice,3,"RPLS 272, RPLS 274, or with instructor permission."
RPLS,447W Therapeutic Recreation Process,3,"RPLS 272, RPLS 274, or with instructor permission."
RPLS,450 Therapeutic Recreation Techniques,3,N/A
RPLS,451 RPLS Across the Lifespan,3,N/A
RPLS,460 Sustainable Tourism,3,N/A
RPLS,465 Event Planning and Design,3,N/A
RPLS,466 Event Implementation and Evaluation,3,N/A
Services,,3,N/A
RPLS,473 Recreation Management II-Fiscal Resources,3,"RPLS 272, RPLS 373, or with instructor permission. Upper"
RPLS,475 Public Land Use Policies,3,N/A
RPLS,476 Advanced Leadership in RPLS,3,N/A
RPLS,477 Interprofessional Practices,1,N/A
RPLS,478 Multicultural Perspectives in Outdoor,Recreation3,N/A
Management,,3,N/A
RPLS,481 Park Planning,3,N/A
RPLS,482 Leisure and Older Adults,3,N/A
RPLS,483 Personnel Leadership in RPLS,3,N/A
RPLS,485 Selected Topics,1-3,N/A
RPLS,486 Minor Practicum,1-4,N/A
Profession,,3,"RPLS 272, RPLS 274, or with instructor permission."
RPLS,490 Workshop,2-4,N/A
RPLS,493 History and Philosophy in RPLS,3,N/A
RPLS,495 Senior Internship,9,All required RPLS courses completed with a ‘C’ or better.
RPLS,497 Internship,1-8,N/A
RPLS,498 Internship,1-8,N/A
RPLS,499 Individual Study,1-4,N/A
REHB,110W Sensitivity to Disability,3,Gold
SCAN,101 Elementary Norwegian I,4,N/A
SCAN,102 Elementary Norwegian II,4,SCAN 101
SCAN,111 Elementary Swedish I,4,N/A
SCAN,112 Elementary Swedish II,4,SCAN 111
SCAN,250 Selected Topics,1-4,N/A
SCAN,251W Scandinavian Cultures: The Sami,4,Purple
SCAN,280W Parallel Worlds: Exploring Cultures &,Symbols4,N/A
SCAN,292 Intermediate Norwegian I,4,SCAN 102 or equivalent.
SCAN,293 Intermediate Norwegian II,4,SCAN 102 or equivalent
SCAN,294 Intermediate Swedish I,1-4,SCAN 112 or equivalent
SCAN,295 Intermediate Swedish II,1-4,SCAN 112 or equivalent
SCAN,299 Individual Study,1-4,N/A
SCAN,350 Vikings & Norse Mythology,4,N/A
SCAN,450 Special Topics,1-4,N/A
SCAN,451 Scandinavian Crime Fiction,4,N/A
SCAN,452 Nordic Explorers,4,N/A
SCAN,460 Topics in Scandinavian Film,4,N/A
SCAN,490 Major Project in Scandinavian Studies,3,Admission to college as Scandinavian Studies Major.
SCAN,499 Individual Study,1-4,SCAN 299-03 or SCAN 299-05
SOST,200 Introduction to Social Studies Teaching,2,N/A
SOST,222 Selected Topics,1-4,N/A
SOST,299 Individual Study,1-6,N/A
SOST,450 Teaching Social Studies Secondary School,4,Concurrently with KSP 440
SOST,485 Topics,1-6,N/A
SOST,491 In-Service,1-6,N/A
SOST,499 Individual Study,1-8,N/A
SOWK,212 Introduction to Social Work,4,N/A
SOWK,215 Introduction to Social Welfare Services,4,Purple
SOWK,215W Introduction to Social Welfare Services,4,Purple
SOWK,255 Global Responses to Human Need,3,N/A
SOWK,291 Exploratory Studies,1-3,N/A
SOWK,310 Human Behavior in the Social Environment,4,SOWK 212 AND SOWK 215 OR SOWK 215W
SOWK,310W Human Behavior in the Social Environment,4,SOWK 212 AND SOWK 215 OR SOWK 215W
SOWK,315 Junior Field Experience,4,SOWK 212. Select one course from SOWK 215 or SOWK
SOWK,316 Professional Skill Development in Social Work,4,"SOWK 212, SOWK 215"
SOWK,410 Social Welfare Policy,4,"SOWK 212, SOWK 310. Select one course from SOWK 215 or"
SOWK,415 Child-Family Welfare Services,3,N/A
in,Social Work,3,N/A
SOWK,419 Social Work and Aging,3,N/A
SOWK,422 Social Work and Chemical Dependency,3,N/A
SOWK,425 Social Work in Health Care Setting,3,N/A
SOWK,430 Social Work in the School Setting,3,N/A
SOWK,432 Social Work and Disabilities,3,N/A
SOWK,435 Applied Social Work Research,4,"Select one course from STAT 154, PSYC 201, SPC 202, ECON"
SOWK,441 Generalist Social Work Practice,4,Admission to the BSSW Program/major. Permission to
SOWK,443 Social Work Interviewing and Counseling Skills,4,SOWK 441. Permission to register given by BSSW Program.
SOWK,446 Organizations and Community Practice,4,SOWK 441. Permission to register given by BSSW Program.
