Course ID,Course Name,Credit Count,Prerequisites,Diversity Group,General Education Goal,Course Description
AOS 440,Social Enterprise,3.0,,,,"The course focuses on the development of social enterprise strategies, public and non-profit organizational innovation and the critical thinking required to solve complex social problems on a local and global scale through a sustainability and equity lens. This course serves as an elective for Applied Leadership majors."
AOS 488,Professional Studies Portfolio,2.0,AOS 301,,,Capstone project in which the student creates a portfolio that demonstrates the student’s achievement in the core competencies of the program. Portfolio to be presented to a committee.
AOS 492,Selected Topics,3.0,,,,Topics vary as announced in class schedule. May be retaken for credit if topic varies.
AOS 499,Individual Study,nan,,,,A specialized topic of the students’ choice. Coordination with a faculty member is necessary. ART
ART 100,Elements and Principles of Art,3.0,,,,2-D visual problem solving and art-making strategies using the elements and principles of design. For elementary education majors and general education.
ART 101,Design Foundations,3.0,,,,"For art, art history and art education majors."
ART 103,Three-Dimensional Design,3.0,,,,Introduction to concept and processes related to the visual and physical organization of three-dimensional form and space.
ART 110,Drawing Foundations,3.0,,,,Introduction to traditional drawing techniques and concepts.
ART 160,Introduction to Visual Culture,3.0,,Purple,,"Introduction to Western and non-Western visual arts and the variety of methods by which art is understood. These may include art appreciation, art criticism, the history of art, popular culture, and aesthetic awareness. "
ART 202,Introduction to Digital Media,3.0,,,,This graphic design course is an introduction to digital media technology as a creative tool for the development of visual expression. The course is taught using the Mac OS and explores vector and bitmap image making.
ART 210,Drawing,3.0,ART 110,,,Continued exploration of drawing techniques and concepts.
ART 212,Life Drawing,3.0,ART 110,,,Experience in drawing from the human figure.
ART 220,Graphic Design I,3.0,ART 202,,,"This course explores the basic principles of graphic design. Emphasis is placed on developing an awareness and effective use of type, image, and symbol. Students focus on the design process as a way to develop and refine design solutions."
ART 225,Developing Creativity: Approaches and Techniques,3.0,,,,"ART 225 offers art experiences with a focus on working with children. The class will be introduced to methods and materials that work best with these populations. The course includes an introduction to a broad scope of artists and artworks that reflect our culturally diverse country, as well as the global nature of our world. Visual Culture, work of fine art, museum analysis, installations, performances, video art, and graffiti will be discussed. Students will participate in hands-on art making activities through studio experiences, they will write and reflect on the outcomes, and they will participate in critiques and discussions."
