Course ID,Course Name,Credit Count,Prerequisites
MET 448,Computer Integrated Manufacturing,3,"MET 347, PHYS 212"
MET 455,Project and Value Management II,3,Permission Required
MET 488W,Senior Design Project I,2,"ENG 271W, MET 275, MET 425, 10 AET or MET 300/400 level credits"
MET 489W,Senior Design Project II,2,"MET 488W, Permission Required"
MET 492,Seminar: Manufacturing,1-4,
MET 497,Internship: Manufacturing,1-10,50% of major
MET 499,Individual Study,1-4,Permission Required
MFE 104,Introduction to Manufacturing Engineering,1,
MFE 142,Introduction to Computer Aided Design,3,
MFE 275,Manufacturing Processes I,4,"MFE 142. Select One Course: CHEM 191, CHEM 201"
MFE 323,Statics,3,"MATH 121, PHYS 221"
MFE 324,Strength of Materials and Dynamics,4,MFE 323
MFE 341,Advanced Computer Aided Design,3,MFE 142
MFE 347,Manufacturing Automation,4,"EET 113, MFE 142, MFE 275"
MFE 375,Manufacturing Processes II,4,MFE 275
MFE 386,Metrology,3,"MFE 142, STAT 354"
MFE 407,Manufacturing Resource Planning & Control,3,
MFE 423,Industrial Ergonomics,3,STAT 354
MFE 424,Industrial Safety,2,
MFE 425,Project Management and Engineering Economy,3,STAT 354
MFE 426,Logistics and Transportation,3,STAT 354
MFE 427,Quality Management Systems,3,STAT 354
MFE 428,Lean Manufacturing,3,
MFE 448,Computer Integrated Manufacturing,3,MFE 341
MFE 455,Project Management and Engineering Economy II,3,MFE 488W
MFE 488W,Senior Design I,2,"MFE 275, MFE 425, and 10 MFE 300/400 level credits."
MFE 489W,Senior Design II,2,MFE 488W
MGMT 230,Principles of Management,3,
MGMT 300,Introduction to MIS,3,ISYS 101 or CIS 101
MGMT 332,Creativity and Innovation,3,
MGMT 340,Human Resource Management,3,
MGMT 343,Entrepreneurship: New Venture Initiation,3,
MGMT 346,Operations Management for the Supply Chain,3,ECON 207
MGMT 360,AgriBusiness in the Modern Economy,3,
MGMT 380,Human Behavior in Organizations,3,
MGMT 391,Introduction to Business Professionalism,1,
MGMT 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op contract; other prerequisites may also apply.
MGMT 404,Introduction to Business Applications,3,MGMT 300
MGMT 441,Staffing,3,MGMT 340
MGMT 442,Compensation Management,3,MGMT 340
MGMT 443,Entrepreneurship: New Venture Growth,3,
MGMT 445,Training & Development,3,MGMT 340
MGMT 447,Management: Special Topics,3,MGMT 230
MGMT 449,Quality Management,3,ECON 207 or equivalent
MGMT 453,Entrepreneurship Seminar,1,
MGMT 459,Management Information Systems,3,"MGMT 230, MGMT 300"
MGMT 472,Project Management,3,
MGMT 473,Enterprise Resource Planning (ERP),3,MGMT 300
MGMT 481,Business Policy & Strategy,3,"FINA 362, MRKT 210, MGMT 230, MGMT 346"
MGMT 482,"Business, Society, & Ethics",3,
MGMT 484,Leadership,3,
MGMT 486,Strategic Human Resource Management,3,MGMT 340
MGMT 490,Business Professionals,3,
MGMT 492,BBA Capstone,3,
MGMT 496,Internship,4,
MGMT 497,Internship,3,
MGMT 498,Internship,3,
MGMT 499,Individual Study,1-4,
MRKT 100,Foundations of Business Concepts,3,
MRKT 210,Principles of Marketing,3,
MRKT 312,Professional Selling,3,MRKT 210
MRKT 316,Consumer Behavior,3,
MRKT 317,Product and Pricing Strategy,3,MRKT 210
MRKT 318,Integrated Marketing Communications,3,MRKT 210
MRKT 324,Marketing Research & Analysis,3,"MRKT 210, STAT 154 or ECON 207"
MRKT 341,Supply Chain Management,3,MRKT 210
MRKT 398,CPT: Co-Operative Experience,0,Permission of the Chairperson of the department; co-op contract; other prerequisites may also apply.
MRKT 413,Business-to-Business Marketing,3,MRKT 210
MRKT 415,Retailing Management,3,MRKT 210
MRKT 416,Digital Marketing,3,MRKT 210
MRKT 420,Sales Management,3,MRKT 210
MRKT 424,Advanced Professional Selling,3,"MRKT 210, MRKT 312"
MRKT 428,International Marketing,3,MRKT 210
MRKT 460,Social Media Marketing,3,MRKT 210
MRKT 480,Seminar,3,MRKT 210
MRKT 490,Marketing Management,3,"MRKT 316, MRKT 317, and MRKT 318. MRKT 210 or MRKT 310. MRKT 339 or MRKT 341"
MRKT 492,Study Tour,3,
MRKT 494,Fair Trade Study Abroad in Belize,3,
MRKT 496,Professional Sales Internship,3,MRKT 210
MRKT 497,Internship,1-9,MRKT 210
MRKT 498,Internship,3,Consent
MRKT 499,Individual Study,1-4,Consent
MSL 101,Intro to the Army & Critical Thinking,1,
MSL 102,Intro to the Profession of Arms,1,
MSL 150,Leadership Lab,1,
MSL 201,Leadership & Decision Making II,2,
MSL 202,Army Doctrine & Team Development,2,
MSL 210,Army Physical Fitness,1,
MSL 212,Leadership and Teamwork,2,
MSL 252,The Evolution of American Warfare,3,
MSL 277,Cadet Professional Development Training (CPDT),3,Limited to Cadets enrolled in Army ROTC
MSL 299,Individual Study,1-8,
MSL 301,Training Management & the Warfighting Function,3,
MSL 302,Applied Leadership in Small Unit Operations,3,MSL 301
MSL 366,Advanced Camp,3,Limited to Cadets contracted with the US Army.
MSL 401,The Army Officer,3,"MSL 301, MSL 302"
MSL 402,Company Grade Leadership,3,MSL 210
MSL 403,Application of Physical Conditioning,1,MSL 210
MSL 498,Cultural Understanding and Language Proficiency Internship,3,
MSL 499,Individual Study,1-8,
MUSC 100,Concert Attendance,0,
MUSC 101,Introduction to Music,3,
MUSC 102,Pop Music USA: Jazz to Country to Blues,3,
MUSC 103,Pop Music USA: R & B to MTV,3,
MUSC 105,Introduction to Music Education,3,
MUSC 110,Fundamentals of Music,3,
MUSC 111,Music Theory 1,2,
MUSC 112,Music Theory 2,2,MUS 131
MUSC 115,Musicianship 1 for BA/BSME,4,
MUSC 116,Musicianship 2 for BA/BSME,4,
MUSC 117,Musicianship 3 for BA/BSME,4,
MUSC 119,Class Piano I,3,
MUSC 120,Music Money and Success,3,
MUSC 122,Introduction to the Music Industry,3,
MUSC 128,"Artistic Enterprise- College, Careers, and Creativity",3,
MUSC 190,Seminar in Music Careers,1,
MUSC 191,Seminar in Music Industry Careers,1,
MUSC 199,Admission to Major Interview,0,
MUSC 209,Music Travel Tour,1-3,
MUSC 211,Music Theory 3,2,
MUSC 212,Music Theory 4,2,MUSC 119
MUSC 215,Musicianship 3,1-2,
MUSC 216,Musicianship 4,1-2,
MUSC 217,Jazz Pedagogy and Improvisation,1,
MUSC 219,Class Piano 2,1,MUSC 119
MUSC 220,Piano Proficiency,0,
MUSC 240,Music Technology,2,
MUSC 245,Brass Pedagogy and Techniques,1,
MUSC 246,String Pedagogy and Techniques,1,
MUSC 247,Guitar Pedagogy and Techniques,1,
MUSC 248,Woodwind Pedagogy and Techniques,1,
MUSC 249,Percussion Pedagogy and Techniques,1,
MUSC 255,Marching Band Techniques,2,
MUSC 261,Introduction to Conducting,2,
MUSC 299,Upper-Level Admission Assessment,0,"ENG 101, MUS 131"
MUSC 301W,Music History 1,3,"ENG 101, MUSC 131"
MUSC 302W,Music History 2,3,"ENG 101, MUS 131"
MUSC 303,Music Styles for the Music Educator I,3,"MUS 231, MUS 232, ENG 101"
MUSC 304,Music Styles after 1800 for the Music Educator,3,"MUS 231, MUS 232, ENG 101"
MUSC 305,Instrumental Pedagogy,3,
MUSC 307,Music of the World,3,
MUSC 308,Women in Music,3,ENG 101
MUSC 309W,Music Travel Tour,3,ENG 101
MUSC 315,Instrumental Methods 1,3,
MUSC 316,Choral Methods 1,3,
MUSC 317,Instrumental Lab Ensemble,3,
MUSC 318,Choral Lab Ensemble,3,
MUSC 320W,Musicpreneurship,3,
MUSC 329,Seminar in Music Industry Careers,1-4,
MUSC 331,Electronic Orchestration,3,
MUSC 340,Materials and Methods of Teaching Music,2,
MUSC 341,General Music K-12,3,
MUSC 342,General Music 6-12,2,
MUSC 343,General Music Lab,3,
MUSC 353,Diction for Singers,2,
MUSC 402,Music of the Renaissance,3,
MUSC 403,Music of the Baroque Era,3,
MUSC 404,Music of the Classic Period,3,
MUSC 405,Music of the 19th Century,3,
MUSC 406,Music of the Modern Era,3,
MUSC 411,Form and Analysis,3,Consent
MUSC 412,Composition,1-3,Consent
MUSC 414,Arranging (instrumentation/orchestration),3,
MUSC 415,Choral Arranging,2,
MUSC 416,Contrapuntal Techniques,3,
MUSC 421,Project Development in the Music Industry,3,
MUSC 430,Music Industry Composition Seminar,1,
MUSC 431,Film Scoring and Multimedia,3,"MUSC 111, MUSC 112"
MUSC 451,Vocal Literature,2,
MUSC 452,Vocal Pedagogy and Literature,3,
MUSC 455,Piano Pedagogy,1,
MUSC 456,Piano Literature,3,
MUSC 465,Choral Methods 2,3,
MUSC 466,Choral Methods 3,3,
MUSC 471,Instrument Literature & Pedagogy,2,
MUSC 475,Instrument Methods 2,3,
MUSC 476,Instrumental Methods 3,3,
MUSC 482,In-Service,1,
MUSC 485,Selected Topics,1-4,
MUSC 489,Workshop,1-4,
MUSC 498,Internship,1-16,
MUSC 499,Independent Study,1-4,
MUSE 200W,Introduction to Museum Studies,4,
MUSE 486,Workshop,1-6,
MUSE 497,Internship,1-6,
MUSE 499,Individual Study,1-6,
MUSP 101,(0-1) Concert Choir,0-1,
MUSP 102,University Chorale,0-1,
MUSP 103,Chamber Singers,0-1,
MUSP 108,Contemporary Vocal Ensemble,0-1,
MUSP 111,Music Productions for the Stage and Screen,"0,1",
MUSP 114,(1.00) Vocal Ensemble,1,
MUSP 121,Wind Ensemble,0-1,
MUSP 122,Symphonic Band,0-1,
MUSP 123,University Orchestra,0-1,
MUSP 125,Jazz Ensemble,0-1,
MUSP 126,Contemporary Instrumental Ensemble,0-1,
MUSP 131,Maverick Machine Athletic Band,0-1,
MUSP 133,Percussion Ensemble,0-1,
MUSP 135,Theatre Orchestra,0-1,
MUSP 139,Instrumental Ensemble,0-1,
MUSP 150,Studio Class,0,Permission of Instructor
MUSP 151,Private Voice 1,"1, 3",Permission of Instructor
MUSP 152,Introduction to Vocal Studies,1,
MUSP 154,Private Study Jazz,1,
MUSP 155,Private Piano 1,"1, 3",Permission of instructor
MUSP 156,Private Harpsichord 1,"1, 3",Permission of instructor
MUSP 157,Private Organ 1,"1, 3",Permission of instructor
MUSP 161,Private Trumpet 1,"1, 3",Permission of instructor
MUSP 162,Private Horn 1,"1, 3",Permission of instructor
MUSP 163,Private Trombone 1,"1, 3",Permission of instructor
MUSP 164,Private Euphonium 1,"1, 3",Permission of instructor
MUSP 165,Private Tuba 1,"1, 3",Permission of instructor
MUSP 171,Private Violin 1,"1, 3",Permission of Instructor
MUSP 172,Private Viola 1,"1, 3",Permission of Instructor
MUSP 173,Private Cello 1,"1, 3",Permission of Instructor
MUSP 174,Private Double Bass 1,"1, 3",Permission of Instructor
MUSP 176,Private Classical Guitar 1,"1, 3",Permission of Instructor
MUSP 177,Group Instruction in Guitar,3,Permission of instructor
MUSP 178,Private Electric Guitar 1,"1, 3",Permission of Instructor
MUSP 179,Private Electric Bass 1,"1, 3",Permission of Instructor
MUSP 181,Private Flute 1,"1, 3",Permission of instructor
MUSP 182,Private Oboe 1,"1, 3",Permission of instructor
MUSP 183,Private Clarinet 1,"1, 3",Permission of instructor
MUSP 184,Private Saxophone 1,"1, 3",Permission of instructor
MUSP 185,Private Bassoon 1,"1, 3",Permission of instructor
MUSP 186,Private Percussion 1,"1, 3",Permission of instructor
MUSP 190,Private Secondary Instrument,1,
MUSP 191,Private Instrument 1,"1, 3",Permission of Instructor
MUSP 201,Concert Choir,0-1,
MUSP 202,University Chorale,0-1,
MUSP 203,Chamber Singers,0-1,
MUSP 208,Contemporary Vocal Ensemble,0-1,
MUSP 211,Music Productions for the Stage and Screen,0-1,
MUSP 214,Vocal Ensemble,0-1,
MUSP 215,Collaborative Piano,1,
MUSP 221,Wind Ensemble,0-1,
MUSP 222,Symphonic Band,0-1,
MUSP 223,University Orchestra,0-1,
MUSP 225,Jazz Mavericks,0-1,
MUSP 226,Contemporary Instrumental Ensemble,0-1,
MUSP 233,Percussion Ensemble,0-1,
MUSP 235,Theatre Orchestra,0-1,
MUSP 239,Instrumental Ensemble,0-1,
MUSP 251,Private Voice 2,"1, 3",
MUSP 255,Private Piano 2,"1, 3",Permission of Instructor
MUSP 256,Private Harpsichord 2,"1, 3",Permission of instructor
MUSP 257,Private Organ 2,"1, 3",Permission of Instructor
MUSP 261,Private Trumpet 2,"1, 3",
MUSP 262,Private Horn 2,"1, 3",Permission of Instructor
MUSP 263,Private Trombone 2,"1, 3",Permission of Instructor
MUSP 264,Private Euphonium 2,"1, 3",Permission of Instructor
MUSP 265,Private Tuba 2,"1, 3",Permission of Instructor
MUSP 271,Private Violin 2,"1, 3",
MUSP 272,Private Viola 2,"1, 3",Permission of instructor
MUSP 273,Private Cello 2,"1, 3",Permission of instructor
MUSP 274,Private Double Bass 2,"1, 3",Permission of instructor
MUSP 276,Private Classical Guitar 2,"1, 3",Permission of Instructor
MUSP 278,Private Electric Guitar 2,"1, 3",Permission of instructor
MUSP 279,Private Electric Bass 2,"1, 3",Permission of Instructor
MUSP 281,Private Flute 2,"1, 3",
MUSP 282,Private Oboe 2,"1, 3",Permission of instructor
MUSP 283,Private Clarinet 2,"1, 3",Permission of instructor
MUSP 284,Private Saxophone 2,"1, 3",Permission of instructor
MUSP 285,Private Bassoon 2,"1, 3",Permission of instructor
MUSP 286,Private Percussion 2,"1, 3",Permission of instructor
MUSP 291,Private Instrument 2,"1, 3",Permission of instructor
MUSP 299,Sophomore Recital/Project,0,MUS 299. Permission
MUSP 301,Concert Choir,0-1,MUS 299
MUSP 302,University Chorale,0-1,MUS 299. Permission
MUSP 303,Chamber Singers,0-1,
MUSP 308,Contemporary Vocal Ensemble,0-1,
MUSP 311,Music Productions for the Stage and Screen,0-1,
MUSP 314,Vocal Ensemble,0-1,
MUSP 315,Collaborative Piano,1,
MUSP 316,Accompanying for Choral Music Education Majors,3,Permission of instructor
MUSP 317,Small Vocal Ensemble and Solo Accompanying,1,Permission of instructor
MUSP 321,Wind Ensemble,0-1,
MUSP 322,Symphonic Band,0-1,
MUSP 323,University Orchestra,0-1,
MUSP 325,Jazz Ensemble,0-1,
MUSP 326,Contemporary Instrumental Ensemble,0-1,
MUSP 331,Maverick Machine Athletic Band,0-1,
MUSP 333,Percussion Ensemble,0-1,
MUSP 335,Theatre Orchestra,1,
MUSP 339,Instrumental Ensemble,0-1,
MUSP 351,Private Voice 3,"1, 3",Permission of Instructor
MUSP 355,Private Piano 3,"1, 3",Permission of Instructor required.
MUSP 356,Private Harpsichord 3,"1, 3",Permission of Instructor required.
MUSP 357,Private Organ 3,"1, 3",Permission of Instructor required.
MUSP 358,Private Contemporary Commercial Voice 3,"1, 3",
MUSP 361,Private Trumpet 3,"1, 3",Permission of Instructor
MUSP 362,Private Horn 3,"1, 3",Permission of Instructor
MUSP 363,Private Trombone 3,"1, 3",Permission of Instructor
MUSP 364,Private Euphonium 3,"1, 3",Permission of Instructor
MUSP 365,Private Tuba 3,"1, 3",Permission of Instructor
MUSP 371,Private Violin 3,"1, 3",Permission of instructor
MUSP 372,Private Viola 3,"1, 3",Permission of instructor
MUSP 373,Private Cello 3,"1, 3",Permission of instructor
MUSP 374,Private Double Bass 3,"1, 3",Permission of instructor
MUSP 376,Private Classical Guitar 3,"1, 3",Permission of instructor
MUSP 378,Private Electric Guitar 3,"1, 3",Permission of instructor
MUSP 379,Private Electric Bass 3,"1, 3",Permission of instructor
MUSP 381,Private Flute 3,"1, 3","Upper-Level Jury, and consent, permission of instructor."
MUSP 382,Private Oboe 3,"1, 3",Permission of Instructor.
MUSP 383,Private Clarinet 3,"1, 3",Permission of Instructor.
MUSP 384,Private Saxophone 3,"1, 3",Permission of Instructor.
MUSP 385,Private Bassoon 3,"1, 3",Permission of Instructor.
MUSP 386,Private Percussion 3,"1, 3",Permission of Instructor.
MUSP 391,Private Instrument 3,"1, 3",Permission of Instructor required.
MUSP 399,Junior Recital,0-1,
MUSP 401,Concert Choir,0-1,Permission of Instructor.
MUSP 402,University Chorale,1,
MUSP 403,Chamber Singers,0-1,Permission of Instructor.
MUSP 408,Contemporary Vocal Ensemble,0-1,
MUSP 411,Music Productions for the Stage and Screen,0-1,
MUSP 414,Vocal Ensemble,0-1,Permission of instructor
MUSP 421,Wind Ensemble,0-1,Permission of instructor
MUSP 422,Symphonic Band,0-1,
MUSP 423,University Orchestra,0-1,Permission of instructor
MUSP 425,Jazz Mavericks,1,Permission of instructor
MUSP 426,Contemporary Instrumental Ensemble,0-1,Permission of instructor
MUSP 433,Percussion Ensemble,0-1,Permission of instructor
MUSP 435,Theatre Orchestra,0-1,Permission of instructor
MUSP 439,Instrumental Ensemble,0-1,Permission of instructor
MUSP 451,Private Voice 4,"1, 3",Permission of instructor
MUSP 455,Private Piano 4,"1, 3",Permission of instructor
MUSP 456,Private Harpsichord 4,"1, 3",Permission of instructor
MUSP 457,Private Organ 4,"1, 3",Permission of instructor
MUSP 458,Private Contemporary Commercial Voice 4,"1, 3",Permission of instructor
MUSP 461,Private Trumpet 4,"1, 3",Permission of instructor
MUSP 462,Private Horn 4,"1, 3",Permission of instructor
MUSP 463,Private Trombone 4,"1, 3",Permission of instructor
MUSP 464,Private Euphonium 4,"1, 3",Permission of instructor
MUSP 465,Private Tuba 4,"1, 3",Permission of instructor
MUSP 471,Private Violin 4,"1, 3",Permission of instructor
MUSP 472,Private Viola 4,"1, 3",Permission of instructor
MUSP 473,Private Cello 4,"1, 3",Permission of instructor
MUSP 474,Private Double Bass 4,"1, 3",Permission of instructor
MUSP 476,Private Classical Guitar 4,"1, 3",Permission of instructor
MUSP 478,Private Electric Guitar 4,"1, 3",Permission of instructor
MUSP 479,Private Electric Bass 4,"1, 3",Permission of instructor
MUSP 481,Private Flute 4,"1, 3",Permission of instructor
MUSP 482,Private Oboe 4,"1, 3",Permission of instructor
MUSP 483,Private Clarinet 4,"1, 3",Permission of instructor
MUSP 484,Private Saxophone 4,"1, 3",Permission of instructor
MUSP 485,Private Bassoon 4,"1, 3",Permission of instructor
MUSP 486,Private Percussion 4,"1, 3",Permission of instructor
MUSP 491,Private Instrument 4,"1, 3",Permission of instructor
MUSP 493,Advanced Choral Conducting,3,Permission of Instructor
MUSP 497,Advanced Instrumental Conducting,3,
MUSP 498,Senior Capstone Project or Recital,0-1,
NPL 273,Introduction to the Nonprofit Sector,3,
NPL 460,Administering Cultural Organizations,3,
NPL 473,Advanced Workshop in Nonprofit Leadership,3,"NPL 273, or by special permission."
NPL 485,Selected Topics,1-3,
NPL 486,Fundraising for Nonprofits,3,
NPL 488,Financial Management for Nonprofits,3,
NPL 497,Internship: Nonprofit Leadership,3,
NURS 236,Family & Societal Inquiry for Healthcare Professionals,3,"ENG 101, NURS 286"
NURS 282,Pathophysiology for Healthcare Professionals,3,BIOL 201 and BIOL 202 OR BIOL 220 and BIOL 330
NURS 284,Pharmacology for Healthcare Professionals,3,Minimum of a C in BIOL 220 and BIOL 330.
NURS 286,Relationship-Based Care,3,
NURS 301,Cultural Health Immersion: Study Abroad,3,
NURS 310,Professional Nursing,3,
NURS 311,Physiologic Integrity I,4,
NURS 312,Pharmacology for Nurses,3,
NURS 313,Assessment and Nursing Procedures,4,Prerequisites: RN licensure. Admission to the RN Baccalaureate Completion program.
NURS 317,Nursing Simulation and Procedures I,1,
NURS 320W,Critical Inquiry and Evidence-based Practice for RNs,4,RN licensure. Admission to the RN Baccalaureate Completion program.
NURS 333,Professional Nursing,3,
NURS 334,Physiologic Integrity I,4,
NURS 335,Family and Societal Nursing Inquiry,3,
NURS 336,Assessment and Nursing Procedures,5,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS 350W,Critical Inquiry in Nursing,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS 351,Physiologic Integrity II,5,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS 353,Psychosocial Integrity,3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS 356,"Nursing Care of Families I: Perinatal, Sexual and Reproductive Health",3,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS 357,Nursing Simulation and Procedures II,2,"NURS 310, NURS 311, NURS 312, NURS 313, NURS 317"
NURS 362,Family and Societal Nursing for RNs,4,Prerequisites: RN licensure. Admission to the RN Baccalaureate Completion program.
NURS 363,Critical Inquiry in Nursing,2,
NURS 364,Physiologic Integrity II,5,"NURS 284, NURS 330, NURS 333, NURS 334, NURS 336"
NURS 365,Nursing Care of Families in Transition I,7,"NURS 333, NURS 334, NURS 335, NURS 336"
NURS 366,"Quality, Safety and Informatics in Healthcare",2,
NURS 382,Holistic Nursing Assessment and Practice,4,RN Licensure. Admission to the RN Baccalaureate Completion Program.
NURS 398,CPT: Co-Operative Experience,0,
NURS 401,Cultural Immersion in Nursing Practice for RNs,3,
NURS 402,Psychosocial/Inter-professional Communication for RNs,4,
NURS 410,"Quality, Safety and Informatics in Healthcare",3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS 411,Physiologic Integrity III,5,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS 413,Population Focused Care,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS 416,Family Transitions in Vulnerable Populations,2,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS 417,Nursing Simulation and Procedures III,1,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS 420,"Quality, Safety, Value and Informatics in Nursing Practice for RNs",4,NURS 320
NURS 426,Nursing Care of Families II: Pediatrics/Adolescent Health,3,"NURS 350W, NURS 351, NURS 353, NURS 356, NURS 357"
NURS 433,Community Oriented Nursing Inquiry,4,"NURS 363, NURS 364, NURS 365, NURS 366"
NURS 434,Physiologic Integrity III,4,"NURS 363, NURS 364, NURS 365, NURS 366"
NURS 435,Nursing Care of Families in Transition II,3,"NURS 363, NURS 364, NURS 365, NURS 366"
NURS 436,Psychosocial Integrity,4,"NURS 363, NURS 364, NURS 365, NURS 366, PSYC 101"
NURS 444,Healthcare Innovation and Entrepreneurship,4,NURS 286
NURS 445,Legal and Ethical Issues in Health Informatics,4,NURS 286
NURS 450,Nursing Leadership & Management,3,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417, NURS 426"
NURS 451,Physiologic Integrity IV,4,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417, NURS 426"
NURS 456,Societal and Global Health: Implications for Families in Crisis,2,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417, NURS 426"
NURS 457,Nursing Simulation and Procedures IV,1,"NURS 410, NURS 411, NURS 413, NURS 416, NURS 417, NURS 426"
NURS 458,Professional Role Integration,3,"NURS 450, NURS 451"
NURS 463,Nursing Leadership and Management,3,"NURS 433, NURS 434, NURS 435, NURS 436"
NURS 464,Physiologic Integrity IV,4,"NURS 433, NURS 434, NURS 435, NURS 436"
NURS 465,Nursing Care of Families in Crisis,2,"NURS 433, NURS 434, NURS 435, NURS 436"
NURS 466,Professional Role Integration,4,"NURS 320, NURS 382. RN Licensure. Admission to the RN Baccalaureate Completion program."
NURS 482W,Population-Based Public Health Practice for RNs,6,"NURS 320, NURS 382. RN Licensure. Admission to the RN Baccalaureate Completion program."
NURS 490,Workshop,1-3,
NURS 491,In-Service,1-5,
NURS 492,Nursing Capstone and Leadership for Baccalaureate Practice,4,"RN Licensure; NURS 320, NURS 362, NURS 382. RN Licensure. Admission to the RN Baccalaureate Completion program."
NURS 495,An Interprofessional Approach to Integrative and Holistic Healthcare,4,
NURS 497,Internship,1,
NURS 499,Individual Study,1-5,
PHIL 100W,Introduction to Philosophy,3,
PHIL 101W,Philosophical Problem: The Mind-Body Problem,3,
PHIL 110,Logic and Critical Thinking,3,
PHIL 112W,Scientific Reasoning,3,
PHIL 115W,"Philosophy of Race, Class and Gender",3,
PHIL 120W,Introduction to Ethics,3,
PHIL 122W,Introduction to Asian Philosophy,3,
PHIL 205W,"Culture, Identity, and Diversity",3,
PHIL 222W,Medical Ethics,3,
PHIL 224,Business Ethics,3,
PHIL 224W,Business Ethics,3,
PHIL 226W,Environmental Ethics,3,
PHIL 240W,"Law, Justice & Society",3,
PHIL 311,Symbolic Logic,3,"Select one course: PHIL 120W, PHIL 222W, PHIL 224W, or PHIL 226W"
PHIL 321W,Social & Political Philosophy,3,
PHIL 322W,Ethical Theory,3,"Select one course: PHIL 120W, PHIL 222W, PHIL 224W, or PHIL 226W"
PHIL 323W,Philosophy of Economics,3,
PHIL 334W,History of Philosophy: Classical Philosophy,3,
PHIL 336W,History of Philosophy: Renaissance and Modern Philosophy,3,
PHIL 337,19th Century Philosophy,3,
PHIL 358W,Topics in Asian Philosophy,3,
PHIL 361,Philosophy of Religion,3,
PHIL 400,The Philosophy of Immanuel Kant,3,
PHIL 405,The Philosophy of Ludwig Wittgenstein,3,
PHIL 410,Philosophy of Language,3,
PHIL 420,Epistemology,3,
PHIL 430,Metaphysics,3,
PHIL 437,Contemporary Philosophy,3,
PHIL 440,Philosophy of Law,3,
PHIL 450,(1-3) Special Topics,1-3,
PHIL 455,Existentialism & Phenomenology,3,
PHIL 460,Philosophy of the Arts,3,
PHIL 465,Philosophy of Film,3,
PHIL 474,Philosophy of the Mind,3,
PHIL 475,Philosophical Issues in Cognitive Science,3,
PHIL 476,Philosophy of Perception,3,
PHIL 477,Animal Minds,3,
PHIL 480,Philosophy of Science,3,
PHIL 481,Philosophy of Biology,3,
PHIL 482,Philosophy of Social Science,3,
PHIL 490,Workshop,1-6,
PHIL 491,In-Service,1-6,
PHIL 497,Philosophy-Cognitive Science Thesis,3,
PHIL 499,(1-6) Individual Study,1-6,
PHYS 101,Introductory Physics,3,
PHYS 105,"Time, Atomic Clocks, and Relativity",3,
PHYS 150,Explorations in Physics,1,
PHYS 211,Principles of Physics I,4,"Either MATH 112 and MATH 113, or MATH 115"
PHYS 212,Principles of Physics II,4,PHYS 211
PHYS 220,Skills for Introductory Physics,2,
PHYS 221,General Physics I,4,
PHYS 222,General Physics II,3,"MATH 121 with a ""C"" or better; PHYS 221 with a ""C"" or better."
PHYS 223,General Physics III,3,"MATH 121 with a ""C"" or better; and PHYS 221 with a ""C"" or better"
PHYS 232,General Physics II Laboratory,1,"PHYS 221 with a ""C"" or better; and PHYS 222 or concurrent."
PHYS 233,General Physics III Laboratory,1,"PHYS 221 with a ""C"" or better; and PHYS 223 or concurrent."
PHYS 280,Lab Experiences in Physical Science,3,
PHYS 335,Modern Physics I,3,MATH 122; (PHYS 222 and concurrently with PHYS 223) or PHYS 212.
PHYS 336,Modern Physics II,3,Consent
PHYS 381,Tutoring Physics,1-3,Consent
PHYS 417,Biophysics,2,"MATH 121, PHYS 212 or PHYS 222"
PHYS 441,Mechanics,4,PHYS 222 or PHYS 223; and MATH 321 or consent.
PHYS 447,Electricity & Magnetism I,3,MATH 223 and MATH 321 and PHYS 222
PHYS 448,Electricity & Magnetism II,3,PHYS 223 and PHYS 447
PHYS 453,Solid State Physics,3,PHYS 335
PHYS 457,Optics,3,MATH 122 and PHYS 223
PHYS 461,Quantum Mechanics,4,"PHYS 335, PHYS 441, MATH 247, MATH 321"
PHYS 465,Computer Applications in Physics,3,"CIS 121, MATH 122. Select one PHYS 222 or PHYS 223"
PHYS 473,Statistical Physics,3,MATH 321 and PHYS 223
PHYS 475,Advanced Laboratory,2,PHYS 336 or consent
PHYS 475W,Advanced Laboratory,3,PHYS 336 or consent
PHYS 482,Teaching Methods and Materials in Physical Science,4,Consent
PHYS 492,Seminar,1,Completed at least two upper division physics courses.
PHYS 493,Undergraduate Research,1-6,Consent
PHYS 495,Selected Topics,1-2,PHYS 335 and PHYS 336
PHYS 497,Internship,1-16,Usually Senior standing
PHYS 499,Individual Study,1-8,Consent
POL 100,Introduction to Politics,4,
