Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
PHIL 476,Philosophy of Perception,3 credits,N/A,N/A,N/A
PHIL 477,Animal Minds,3 credits,N/A,N/A,N/A
PHIL 480,Philosophy of Science,3 credits,N/A,N/A,N/A
PHIL 481,Philosophy of Biology,3 credits,N/A,N/A,N/A
PHIL 482,Philosophy of Social Science,3 credits,N/A,N/A,N/A
PHIL 490,Workshop,1-6 credits,N/A,N/A,N/A
PHIL 491,In-Service,1-6 credits,N/A,N/A,N/A
PHIL 497,Philosophy-Cognitive Science Thesis,3 credits,N/A,N/A,N/A
PHIL 499,(1-6) Individual Study,1-6 credits,N/A,N/A,N/A
PHYS 101,Introductory Physics,3 credits,N/A,N/A,N/A
PHYS 105,"Time, Atomic Clocks, and Relativity",3 credits,N/A,N/A,N/A
PHYS 150,Explorations in Physics,1 credits,N/A,N/A,N/A
PHYS 233,General Physics III Laboratory,1 credits,N/A,N/A,N/A
PHYS 280,Lab Experiences in Physical Science,3 credits,N/A,N/A,N/A
PHYS 335,Modern Physics I,3 credits,N/A,N/A,N/A
PHYS 336,Modern Physics II,3 credits,N/A,N/A,N/A
PHYS 417,Biophysics,2 credits,N/A,N/A,N/A
PHYS 447,Electricity & Magnetism I,3 credits,N/A,N/A,N/A
PHYS 223,PHYS 461 Quantum Mechanics,4 credits,N/A,N/A,N/A
PHYS 475W,Advanced Laboratory,3 credits,N/A,N/A,N/A
PHYS 492,Seminar,1 credit,N/A,N/A,N/A
PHYS 493,Undergraduate Research,1-6 credits,C,N/A,N/A
PHYS 495,Selected Topics,1-2 credits,N/A,N/A,N/A
PHYS 497,Internship,1-16 credits,N/A,N/A,N/A
PHYS 499,Individual Study,1-8 credits,N/A,N/A,N/A
POL 100,Introduction to Politics,4 credits,N/A,N/A,N/A
POL 101,Introduction to Public Life,4 credits,N/A,N/A,N/A
POL 103W,Thinking About Politics,4 credits,N/A,N/A,N/A
POL 104,Understanding the U.S. Constitution,4 credits,N/A,N/A,N/A
POL 106,Politics in the World Community,4 credits,N/A,N/A,N/A
POL 111,United States Government,4 credits,N/A,N/A,N/A
POL 201,Issues in Politics,1-4 credits,N/A,N/A,N/A
POL 221,Quantitative Methods in the Social Sciences,4 credits,N/A,N/A,N/A
POL 231,World Politics,4 credits,N/A,N/A,N/A
POL 234,Model United Nations,4 credits,N/A,N/A,N/A
POL 241,Introduction to Comparative Politics,4 credits,N/A,N/A,N/A
POL 260,Introduction to Public Policy and Administration,4 credits,N/A,N/A,N/A
POL 271,State & Local Government,4 credits,N/A,N/A,N/A
POL 311,Ancient & Medieval Political Philosophy,4 credits,N/A,N/A,N/A
POL 312,Early Modern Political Philosophy,4 credits,N/A,N/A,N/A
POL 313,Modern Political Philosophy,4 credits,N/A,N/A,N/A
POL 321,Democracy and Citizenship,4 credits,N/A,N/A,N/A
POL 322,POL 361 Public Budgeting,4 credits,N/A,N/A,N/A
POL 410,Topics in Political Philosophy,4 credits,N/A,N/A,N/A
POL 414,Early United States Political Thought,4 credits,N/A,N/A,N/A
POL 415,Recent United States Political Thought,4 credits,N/A,N/A,N/A
POL 420,Topics in Participation and Behavior,1-4 credits,N/A,N/A,N/A
POL 422,Campaigns & Elections,4 credits,N/A,N/A,N/A
POL 423,Political Parties,4 credits,N/A,N/A,N/A
POL 424,Women & Politics,4 credits,N/A,N/A,N/A
POL 426,Racial and Ethnic Politics,4 credits,N/A,N/A,N/A
POL 427,Political Psychology,4 credits,N/A,N/A,N/A
POL 428,"Media, Entertainment, & Politics",4 credits,N/A,N/A,N/A
POL 430,Topics in International Relations,1-4 credits,N/A,N/A,N/A
POL 440,Topics in Comparative Politics,1-4 credits,N/A,N/A,N/A
POL 451,Administrative Law,4 credits,N/A,N/A,N/A
POL 453,Constitutional Law,4 credits,N/A,N/A,N/A
POL 454,Civil Liberties,4 credits,N/A,N/A,N/A
LAWE 436,POL 455 American Legal Philosophy,4 credits,N/A,N/A,N/A
POL 460,Topics in Public Policy/Administration,1-4 credits,N/A,N/A,N/A
POL 461,Environmental Politics,4 credits,N/A,N/A,N/A
POL 462,Collective Bargaining: Public Sector,4 credits,N/A,N/A,N/A
POL 463,Public Personnel Administration,4 credits,N/A,N/A,N/A
POL 465,Food and Agriculture Policy,4 credits,N/A,N/A,N/A
POL 466,Entertainment and Public Policy,4 credits,N/A,N/A,N/A
POL 467,Housing and Health Policy,4 credits,N/A,N/A,N/A
POL 470,Topics in Institutions & Process,1-4 credits,N/A,N/A,N/A
POL 471,Public Opinion and Polling Methods,4 credits,N/A,N/A,N/A
POL 473,United States Congress,4 credits,N/A,N/A,N/A
POL 474,The Presidency of the United States,4 credits,N/A,N/A,N/A
POL 475,Judicial Process,4 credits,N/A,N/A,N/A
POL 476,Southern Politics,4 credits,N/A,N/A,N/A
POL 491,Internship,1-12 credits,N/A,N/A,N/A
POL 492,(1-5) Individual Study,1-5 credits,N/A,N/A,N/A
PSYC 103W,Psychology Today,3 credits,N/A,N/A,N/A
PSYC 150,Science of Learning for College Student Success,2 credits,N/A,N/A,N/A
PSYC 201,Statistics for Psychology,4 credits,N/A,N/A,N/A
PSYC 205,Psychology of Sexual Health,4 credits,N/A,N/A,N/A
PSYC 206,Introduction to Cognitive Science,4 credits,N/A,N/A,N/A
PSYC 211W,Research Methods and Design,4 credits,N/A,N/A,N/A
PSYC 219,Psychology of Diversity and Inclusion,4 credits,N/A,N/A,N/A
PSYC 230,Child Care Psychology,3 credits,N/A,N/A,N/A
PSYC 240,Personal Adjustment,3 credits,N/A,N/A,N/A
PSYC 291,Tutoring Psychology,1-4 credits,N/A,N/A,N/A
PSYC 304,Introduction to School Psychology,2 credits,N/A,N/A,N/A
PSYC 321,Introduction to Brain and Behavior,4 credits,N/A,N/A,N/A
PSYC 340,Introduction to Social Psychology,4 credits,N/A,N/A,N/A
PSYC 389,Psychology and the Law,3 credits,N/A,N/A,N/A
PSYC 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
PSYC 401,Clinical Sexuality,4 credits,N/A,N/A,N/A
PSYC 409,History and Systems,4 credits,N/A,N/A,N/A
PSYC 410,Communicating Psychological Science,4 credits,N/A,N/A,N/A
PSYC 414,Learning,4 credits,N/A,N/A,N/A
PSYC 419,Psychometric Theory,4 credits,N/A,N/A,N/A
PSYC 430,Advanced Topics in Biological Psychology,4 credits,N/A,N/A,N/A
PSYC 433,Child Psychology,4 credits,N/A,N/A,N/A
PSYC 442,Group Psychology,3 credits,N/A,N/A,N/A
PSYC 358,PSYC 445 Advanced Topics in Social Psychology,1-4 credits,N/A,N/A,N/A
PSYC 450,Advanced Cognitive Psychology,4 credits,N/A,N/A,N/A
PSYC 325,PSYC 455 Abnormal Psychology,4 credits,N/A,N/A,N/A
PSYC 460W,Psychology of Women,3 credits,N/A,N/A,N/A
PSYC 466,Psychology of Aging,4 credits,N/A,N/A,N/A
PSYC 485,Topics in Applied Psychology,1-4 credits,N/A,N/A,N/A
PSYC 490,Workshop,1-3 credits,N/A,N/A,N/A
PSYC 496,Laboratory Research in Psychology,2 credits,N/A,N/A,N/A
PYSC 211W,PSYC 497 Field Experience,1-8 credits,N/A,N/A,N/A
RPLS 150,Esports Skills Development,1 credit,N/A,N/A,N/A
RPLS 165,Introduction to Community Tourism and Travel,3 credits,N/A,N/A,N/A
RPLS 175,Natural Resources and Conservation in RPLS,3 credits,N/A,N/A,N/A
RPLS 182,Wildlife as a Recreational Resource,3 credits,N/A,N/A,N/A
RPLS 185,Undergraduate Open Seminar,1-3 credits,N/A,N/A,N/A
RPLS 250,Therapeutic Recreation Services,3 credits,N/A,N/A,N/A
RPLS 276,Recreation Leadership,3 credits,N/A,N/A,N/A
RPLS 293,"Leisure, Recreation, Play, and Well-Being",3 credits,N/A,N/A,N/A
RPLS 302,Pre-Practicum Seminar,2 credits,N/A,N/A,N/A
RPLS 341W,Research Methods in RPLS,3 credits,N/A,N/A,N/A
RPLS 350,Methods of Interpretation in RPLS,3 credits,N/A,N/A,N/A
RPLS 365,Commercial Recreation and Tourism,3 credits,N/A,N/A,N/A
RPLS 373,Operations and Facility Management in RPLS,3 credits,N/A,N/A,N/A
RPLS 375,Recreation Technology,3 credits,N/A,N/A,N/A
RPLS 376,Program Planning in RPLS,3 credits,N/A,N/A,N/A
RPLS 377,Public Relations,3 credits,N/A,N/A,N/A
RPLS 377W,Public Relations,3 credits,N/A,N/A,N/A
RPLS 384,Field Experience,1 credits,N/A,N/A,N/A
RPLS 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
RPLS 440,Therapeutic Recreation Assessment,3 credits,N/A,N/A,N/A
RPLS 445,Foundations of Therapeutic Recreation Practice,3 credits,N/A,N/A,N/A
RPLS 447W,Therapeutic Recreation Process,3 credits,N/A,N/A,N/A
RPLS 450,Therapeutic Recreation Techniques,3 credits,N/A,N/A,N/A
RPLS 451,RPLS Across the Lifespan,3 credits,N/A,N/A,N/A
RPLS 460,Sustainable Tourism,3 credits,N/A,N/A,N/A
RPLS 465,Event Planning and Design,3 credits,N/A,N/A,N/A
RPLS 466,Event Implementation and Evaluation,3 credits,N/A,N/A,N/A
RPLS 473,Recreation Management II-Fiscal Resources,3 credits,N/A,N/A,N/A
RPLS 475,Public Land Use Policies,3 credits,N/A,N/A,N/A
RPLS 476,Advanced Leadership in RPLS,3 credits,N/A,N/A,N/A
RPLS 477,Interprofessional Practices,1 credits,N/A,N/A,N/A
RPLS 481,Park Planning,3 credits,N/A,N/A,N/A
RPLS 482,Leisure and Older Adults,3 credits,N/A,N/A,N/A
RPLS 483,Personnel Leadership in RPLS,3 credits,N/A,N/A,N/A
RPLS 485,Selected Topics,1-3 credits,N/A,N/A,N/A
RPLS 486,Minor Practicum,1-4 credits,N/A,N/A,N/A
RPLS 490,Workshop,2-4 credits,N/A,N/A,N/A
RPLS 493,History and Philosophy in RPLS,3 credits,N/A,N/A,N/A
RPLS 495,Senior Internship,9 credits,N/A,N/A,N/A
RPLS 497,Internship,1-8 credits,N/A,N/A,N/A
RPLS 498,Internship,1-8 credits,N/A,N/A,N/A
RPLS 499,Individual Study,1-4 credits,N/A,N/A,N/A
REHB 110W,Sensitivity to Disability,3 credits,N/A,N/A,N/A
SCAN 101,Elementary Norwegian I,4 credits,N/A,N/A,N/A
SCAN 102,Elementary Norwegian II,4 credits,N/A,N/A,N/A
SCAN 112,Elementary Swedish II,4 credits,N/A,N/A,N/A
SCAN 250,Selected Topics,1-4 credits,N/A,N/A,N/A
SCAN 251W,Scandinavian Cultures: The Sami,4 credits,N/A,N/A,N/A
SCAN 292,Intermediate Norwegian I,4 credits,N/A,N/A,N/A
SCAN 293,Intermediate Norwegian II,4 credits,N/A,N/A,N/A
SCAN 294,Intermediate Swedish I,1-4 credits,N/A,N/A,N/A
SCAN 295,Intermediate Swedish II,1-4 credits,N/A,N/A,N/A
SCAN 299,Individual Study,1-4 credits,N/A,N/A,N/A
SCAN 350,Vikings & Norse Mythology,4 credits,N/A,N/A,N/A
SCAN 450,Special Topics,1-4 credits,N/A,N/A,N/A
SCAN 451,Scandinavian Crime Fiction,4 credits,N/A,N/A,N/A
SCAN 452,Nordic Explorers,4 credits,N/A,N/A,N/A
SCAN 460,Topics in Scandinavian Film,4 credits,N/A,N/A,N/A
SCAN 490,Major Project in Scandinavian Studies,3 credits,N/A,N/A,N/A
SCAN 492,Minor Project in Scandinavian Studies,1 credit,N/A,N/A,N/A
SCAN 499,Individual Study,1-4 credits,N/A,N/A,N/A
SOST 200,Introduction to Social Studies Teaching,2 credits,N/A,N/A,N/A
SOST 222,Selected Topics,1-4 credits,N/A,N/A,N/A
SOST 299,Individual Study,1-6 credits,N/A,N/A,N/A
SOST 450,Teaching Social Studies Secondary School,4 credits,N/A,N/A,N/A
KSP 440,SOST 485 Topics,1-6 credits,N/A,N/A,N/A
SOST 491,In-Service,1-6 credits,N/A,N/A,N/A
SOST 499,Individual Study,1-8 credits,N/A,N/A,N/A
SOWK 212,Introduction to Social Work,4 credits,N/A,N/A,N/A
SOWK 215,Introduction to Social Welfare Services,4 credits,N/A,N/A,N/A
SOWK 215W,Introduction to Social Welfare Services,4 credits,N/A,N/A,N/A
SOWK 255,Global Responses to Human Need,3 credits,N/A,N/A,N/A
SOWK 291,Exploratory Studies,1-3 credits,N/A,N/A,N/A
SOWK 310,Human Behavior in the Social Environment,4 credits,N/A,N/A,N/A
SOWK 316,Professional Skill Development in Social Work,4 credits,N/A,N/A,N/A
SOWK 415,Child-Family Welfare Services,3 credits,N/A,N/A,N/A
SOWK 419,Social Work and Aging,3 credits,N/A,N/A,N/A
SOWK 422,Social Work and Chemical Dependency,3 credits,N/A,N/A,N/A
SOWK 425,Social Work in Health Care Setting,3 credits,N/A,N/A,N/A
SOWK 430,Social Work in the School Setting,3 credits,N/A,N/A,N/A
SOWK 432,Social Work and Disabilities,3 credits,N/A,N/A,N/A
SOWK 435,Applied Social Work Research,4 credits,N/A,N/A,N/A
SOWK 441,Generalist Social Work Practice,4 credits,N/A,N/A,N/A
SOWK 443,Social Work Interviewing and Counseling Skills,4 credits,N/A,N/A,N/A
SOWK 446,Organizations and Community Practice,4 credits,N/A,N/A,N/A
SOWK 450,Integrative Seminar,4 credits,N/A,N/A,N/A
SOWK 455,SOWK 455 Social Work Practicum,8 credits,N/A,N/A,N/A
SOWK 490,Workshop,1-3 credits,N/A,N/A,N/A
SOWK 492,Honors Reading,1-3 credits,N/A,N/A,N/A
SOWK 495,Social Work Honors Paper,1-3 credits,N/A,N/A,N/A
SOWK 497,Internship: Social Work,1-10 credits,N/A,N/A,N/A
SOWK 499,Individual Study,1-6 credits,N/A,N/A,N/A
SOC 150,Social Problems,4 credits,N/A,N/A,N/A
SOC 202,Introductory Social Statistics,4 credits,N/A,N/A,N/A
SOC 208,Families in Society,4 credits,N/A,N/A,N/A
SOC 209,Sociology of Human Sexualities,4 credits,N/A,N/A,N/A
SOC 214W,Animals and Society,4 credits,N/A,N/A,N/A
SOC 241,Social Deviance,4 credits,N/A,N/A,N/A
SOC 255,Juvenile Delinquency,4 credits,N/A,N/A,N/A
SOC 285,Selected Topics in Sociology,4 credits,N/A,N/A,N/A
SOC 285W,Selected Topics in Sociology,4 credits,N/A,N/A,N/A
SOC 301W,Social Research I,4 credits,N/A,N/A,N/A
SOC 307,Sex & Gender in Contemporary Society,4 credits,N/A,N/A,N/A
SOC 325,Sociology of Popular Culture,4 credits,N/A,N/A,N/A
SOC 351,Social Psychology,4 credits,N/A,N/A,N/A
SOC 360,Indigenous Peoples and Environmental Struggles,4 credits,N/A,N/A,N/A
SOC 402,Medical Sociology,4 credits,N/A,N/A,N/A
SOC 404,Sociology of Aging,4 credits,N/A,N/A,N/A
SOC 405,Sociology of Death,4 credits,N/A,N/A,N/A
SOC 407,Population Dynamics,4 credits,N/A,N/A,N/A
SOC 409,Family Violence,4 credits,N/A,N/A,N/A
SOC 417,Program Administration,4 credits,N/A,N/A,N/A
SOC 420,Identity Work in Women’s Reentry Experiences,4 credits,N/A,N/A,N/A
SOC 425,Social Movements,4 credits,N/A,N/A,N/A
SOC 430,Sociology of Globalization,4 credits,N/A,N/A,N/A
SOC 442,Criminology,4 credits,N/A,N/A,N/A
SOC 446,"Race, Culture & Ethnicity",4 credits,N/A,N/A,N/A
SOC 460,Environmental Sociology,4 credits,N/A,N/A,N/A
SOC 461,Urban Sociology,4 credits,N/A,N/A,N/A
SOC 463,Social Stratification,4 credits,N/A,N/A,N/A
SOC 466,Program Planning and Evaluation,4 credits,N/A,N/A,N/A
SOC 469,Survey Research,4 credits,N/A,N/A,N/A
SOC 472,Drugs and Society,4 credits,N/A,N/A,N/A
SOC 479,Sociological Ethnography,4 credits,N/A,N/A,N/A
SOC 480,Qualitative Methods,4 credits,N/A,N/A,N/A
SOC 482,Social Change,4 credits,N/A,N/A,N/A
SOC 483,Contemporary Families,4 credits,N/A,N/A,N/A
SOC 484,Sociology of Religion,4 credits,N/A,N/A,N/A
SOC 485,Selected Topics,2-6 credits,N/A,N/A,N/A
SOC 490,Workshop,1-3 credits,N/A,N/A,N/A
SOC 492,Honors Reading,1 credit,N/A,N/A,N/A
SOC 493,Community Engaged Research,4 credits,N/A,N/A,N/A
SOC 497,Internship: Sociology,1-12 credits,N/A,N/A,N/A
SOC 499,Individual Study,1-6 credits,N/A,N/A,N/A
SPAN 101,Elementary Spanish I,4 credits,N/A,N/A,N/A
SPAN 102,Elementary Spanish II,4 credits,N/A,N/A,N/A
SPAN 201,Intermediate Spanish I,4 credits,N/A,N/A,N/A
SPAN 202,Intermediate Spanish II,4 credits,N/A,N/A,N/A
SPAN 210W,Composition and Conversation Workshop,4 credits,N/A,N/A,N/A
SPAN 250,Spanish Through Latin Dancing,4 credits,N/A,N/A,N/A
SPAN 256,Individual Study Abroad: Supervised Project,1-6 credits,N/A,N/A,N/A
SPAN 280W,Parallel Worlds: Exploring Cultures & Symbols,4 credits,N/A,N/A,N/A
SPAN 301,Topics in Language,1-4 credits,N/A,N/A,N/A
SPAN 310,Conversation,1-4 credits,N/A,N/A,N/A
SPAN 350,Topics in Hispanic Cultures,4 credits,N/A,N/A,N/A
SPAN 355,Spanish Cultures,1-4 credits,N/A,N/A,N/A
SPAN 356,Latin American Cultures,1-4 credits,N/A,N/A,N/A
SPAN 365,Selected Readings,1-4 credits,N/A,N/A,N/A
SPAN 393,Individual Study Abroad: Advanced Spanish I,1-6 credits,N/A,N/A,N/A
SPAN 396,Experiencing Diverse Cultures,1-3 credits,N/A,N/A,N/A
SPAN 402,Topics in Spanish Peninsular Literature,1-4 credits,N/A,N/A,N/A
SPAN 403W,Topics in Spanish American Literature,1-4 credits,N/A,N/A,N/A
SPAN 405,Topics in Hispanic Literatures,4 credits,N/A,N/A,N/A
SPAN 407,Topics in Translation,1-4 credits,N/A,N/A,N/A
SPAN 450,Spanish for the Professions,4 credits,N/A,N/A,N/A
SPAN 492,Independent Study,1-3 credits,N/A,N/A,N/A
SPAN 498,Internship: Spanish for the Professions,1-4 credits,N/A,N/A,N/A
SPAN 499,Individual Study,1-4 credits,N/A,N/A,N/A
SPED 108,Human Services and Disabilities,3 credits,N/A,N/A,N/A
SPED 324,Accessing the general education curriculum,2 credits,N/A,N/A,N/A
SPED 401,IEP Writing and Professional Practice,4 credits,N/A,N/A,N/A
SPED 404,Instructional Decision Making,4 credits,N/A,N/A,N/A
SPED 405,Individuals with Exceptional Needs,3 credits,N/A,N/A,N/A
SPED 407,Positive Behavioral Interventions and Supports,3 credits,N/A,N/A,N/A
SPED 408,Individuals with Diverse and Exceptional Needs,4 credits,N/A,N/A,N/A
SPED 411,Effective Strategies for the Inclusive Classroom,4 credits,N/A,N/A,N/A
SPED 425,Foundations of ASD and EBD,4 credits,N/A,N/A,N/A
SPED 426,ASD and EBD Methods,4 credits,N/A,N/A,N/A
SPED 428,Emotional and Behavioral Disorders methods,4 credits,N/A,N/A,N/A
SPED 429,Autism Spectrum Disorders methods,4 credits,N/A,N/A,N/A
SPED 431,Student Teaching: Autism Spectrum Disorder,3 credits,N/A,N/A,N/A
SPED 458,Seminar: Student Teaching,4 credits,N/A,N/A,N/A
SPED 491,In-Service Special Education,1-2 credits,N/A,N/A,N/A
SPED 499,Individual Study,1-3 credits,N/A,N/A,N/A
STAT 356,Introduction to Programming in SAS,3 credits,N/A,N/A,N/A
STAT 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
STAT 450,Regression Analysis,3 credits,N/A,N/A,N/A
STAT 451,Design and Analysis of Experiments,3 credits,N/A,N/A,N/A
STAT 455,Theory of Statistics I,4 credits,N/A,N/A,N/A
STAT 456,Theory of Statistics II,4 credits,N/A,N/A,N/A
STAT 457,"Sample Survey, Design and Analysis",3 credits,N/A,N/A,N/A
STAT 458,Categorical Data Analysis,3 credits,N/A,N/A,N/A
STAT 459,Nonparametric Methods,3 credits,N/A,N/A,N/A
STAT 488,Seminar,1-3 credits,N/A,N/A,N/A
STAT 491,In-Service,1-4 credits,N/A,N/A,N/A
STAT 492,Statistics Capstone Experience,3 credits,N/A,N/A,N/A
STAT 495,Selected Topics,1-4 credits,N/A,N/A,N/A
STAT 498,Internship,1-12 credits,N/A,N/A,N/A
STAT 499,Individual Study,1-4 credits,N/A,N/A,N/A
THEA 100,Introduction to Theatre,3 credits,N/A,N/A,N/A
THEA 101,Acting for Everyone,3 credits,N/A,N/A,N/A
THEA 102,Theatre Activity: Acting,1-2 credits,N/A,N/A,N/A
THEA 103,Theatre Activity: Management,1-2 credits,N/A,N/A,N/A
THEA 104,Theatre Activity: Dance Captain,1-2 credits,N/A,N/A,N/A
THEA 105,Theatre Activity: Stagecraft,1-2 credits,N/A,N/A,N/A
THEA 107,Theatre Activity: Costume,1-2 credits,N/A,N/A,N/A
THEA 108,Theatre Activity: Lighting,1-2 credits,N/A,N/A,N/A
THEA 109,Theatre Activity: Sound,1-2 credits,N/A,N/A,N/A
THEA 110,Fundamentals of Acting,3 credits,N/A,N/A,N/A
THEA 111,Private Voice for the Actor,1 credits,N/A,N/A,N/A
THEA 121,Movement for Theatre,3 credits,N/A,N/A,N/A
THEA 210,Intermediate Acting,3 credits,N/A,N/A,N/A
THEA 212,Music Skills for Theatre I,2 credits,N/A,N/A,N/A
THEA 213,Music Skills for Theatre II,2 credits,N/A,N/A,N/A
THEA 215,Audition Methods,3 credits,N/A,N/A,N/A
THEA 231,Stage Management,3 credits,N/A,N/A,N/A
THEA 235,Fundamentals of Directing,3 credits,N/A,N/A,N/A
THEA 252,Theatre Technology,3 credits,N/A,N/A,N/A
THEA 265,Stage Makeup,2 credits,N/A,N/A,N/A
THEA 270,Lighting Technology,3 credits,N/A,N/A,N/A
THEA 275,Sound Technology,3 credits,N/A,N/A,N/A
THEA 285W,Theatre of Diversity,3 credits,N/A,N/A,N/A
THEA 295,Touring Theatre,1-4 credits,N/A,N/A,N/A
THEA 300,Summer Stock,1-4 credits,N/A,N/A,N/A
THEA 301,Practicum: Directing,1-2 credits,N/A,N/A,N/A
THEA 302,Practicum: Acting,1-2 credits,N/A,N/A,N/A
THEA 303,Practicum: Theatre Management,1-2 credits,N/A,N/A,N/A
THEA 304,Practicum: Scene Design,1-2 credits,N/A,N/A,N/A
THEA 305,Practicum: Tech Theatre,1-2 credits,N/A,N/A,N/A
THEA 306,Practicum: Costume Design,1-2 credits,N/A,N/A,N/A
THEA 307,Practicum: Costume Construction,1-2 credits,N/A,N/A,N/A
THEA 308,Practicum: Light Design,1-2 credits,N/A,N/A,N/A
THEA 309,Practicum: Sound,1-2 credits,N/A,N/A,N/A
THEA 311,Private Voice for the Actor,0 credits,N/A,N/A,N/A
THEA 381W,Play Analysis,3 credits,N/A,N/A,N/A
THEA 410,Musical Theatre Acting I,3 credits,N/A,N/A,N/A
THEA 411,Music Theatre Acting II,3 credits,N/A,N/A,N/A
THEA 412,Theatre Speech,3 credits,N/A,N/A,N/A
THEA 414,Stage Dialects,3 credits,N/A,N/A,N/A
THEA 413,THEA 416 Acting Scene Studies,3 credits,N/A,N/A,N/A
THEA 417,Acting Techniques,3 credits,N/A,N/A,N/A
THEA 417W,Acting Techniques,3 credits,N/A,N/A,N/A
THEA 418,Acting Styles,3 credits,N/A,N/A,N/A
THEA 419,Acting for Radio/TV,3 credits,N/A,N/A,N/A
THEA 426,Stage Combat,2 credits,N/A,N/A,N/A
THEA 430,Theatre Management,3 credits,N/A,N/A,N/A
THEA 432,Practicum: Choreography,1-2 credits,N/A,N/A,N/A
THEA 433,Practicum: Musical Directing,1-2 credits,N/A,N/A,N/A
THEA 434,Practicum: Dramaturgy,1-2 credits,N/A,N/A,N/A
THEA 435,Advanced Directing Methods,3 credits,N/A,N/A,N/A
THEA 440,Scene Design I,3 credits,N/A,N/A,N/A
THEA 441,Scene Design II,3 credits,N/A,N/A,N/A
THEA 445,Scene Painting II,3 credits,N/A,N/A,N/A
THEA 448,Drawing and Rendering for the Theatre,3 credits,N/A,N/A,N/A
THEA 240,THEA 451 Drafting for the Theatre,3 credits,N/A,N/A,N/A
THEA 455,Technical Direction,3 credits,N/A,N/A,N/A
THEA 255,THEA 456 Advanced Technical Direction,3 credits,N/A,N/A,N/A
THEA 461,Costume Design II,3 credits,N/A,N/A,N/A
THEA 460,THEA 464 Costume History,3 credits,N/A,N/A,N/A
THEA 465,Advanced Makeup,3 credits,N/A,N/A,N/A
THEA 470,THEA 472 Virtual Lighting,3 credits,N/A,N/A,N/A
THEA 476,Sound Design II,3 credits,N/A,N/A,N/A
THEA 475,THEA 481 History of Western Theatre,3 credits,N/A,N/A,N/A
THEA 482,Perspectives in World Performance,3 credits,N/A,N/A,N/A
THEA 485W,Theatre Dramaturgy,3 credits,N/A,N/A,N/A
THEA 487W,Playwriting,3 credits,N/A,N/A,N/A
THEA 490,Topics in Theatre,1-3 credits,N/A,N/A,N/A
THEA 497,(1-8) Internship,1-8 credits,C,N/A,N/A
THEA 499,Individual Study,1-3 credits,C,N/A,N/A
URBS 100,Introduction to the City,3 credits,N/A,N/A,N/A
URBS 110,The City: Design and Architecture,3 credits,N/A,N/A,N/A
URBS 150,Sustainable Communities,3 credits,N/A,N/A,N/A
URBS 230,Community Leadership,3 credits,N/A,N/A,N/A
URBS 230W,Community Leadership,3 credits,N/A,N/A,N/A
URBS 402,Urban Analysis,3 credits,N/A,N/A,N/A
URBS 412,Public Information and Involvement,3 credits,N/A,N/A,N/A
URBS 413,Urban Program Evaluation,3 credits,N/A,N/A,N/A
URBS 415,Urban Housing Policy,3 credits,N/A,N/A,N/A
URBS 417,Urban Administrative Law,3 credits,N/A,N/A,N/A
URBS 431,Urban Design Principles,3 credits,N/A,N/A,N/A
URBS 437,Urban Heritage Preservation,3 credits,N/A,N/A,N/A
URBS 438,Historic Preservation: Policy and Field Methods,3 credits,N/A,N/A,N/A
URBS 453,Grants Administration,3 credits,N/A,N/A,N/A
URBS 457,Economic Development,3 credits,N/A,N/A,N/A
URBS 461,Environmental Planning,3 credits,N/A,N/A,N/A
URBS 471,Urban Transportation,3 credits,N/A,N/A,N/A
URBS 481,Selected Topics,1-3 credits,N/A,N/A,N/A
URBS 485,Community-Based Problem Solving,1-6 credits,N/A,N/A,N/A
URBS 489,Capstone Seminar,3 credits,N/A,N/A,N/A
URBS 497,(1-12) Internship,1-12 credits,N/A,N/A,N/A
URBS 499,Individual Study,1-4 credits,N/A,N/A,N/A
WLC 280W,Parallel Worlds: Exploring Cultures & Symbols,4 credits,N/A,N/A,N/A
WLC 310,Portuguese for Spanish Speakers,4 credits,N/A,N/A,N/A
WLC 398,CPT: Co-Operative Experience,0 credits,N/A,N/A,N/A
WLC 460,Methods of Teaching Modern Languages,3 credits,N/A,N/A,N/A
WLC 461,Applied Modern Language Teaching Methods,1 credits,N/A,N/A,N/A
WLC 463,Applied FLES Methods,1 credits,N/A,N/A,N/A
WLC 499,Individual Study,1-4 credits,N/A,N/A,N/A
