Course Number,Course Name,Credit Count,Prerequisites,Color Group,General Education Goal Area
CHEM 202,CHEM 316 Descriptive Inorganic Main Group Chemistry,3,N/A,N/A,N/A
CHEM 324,Organic Chemistry II,3,N/A,N/A,N/A
CHEM 360,Principles of Biochemistry,4,N/A,N/A,N/A
CHEM 305,CHEM 419 Physical Inorganic Chemistry Foundations,2,N/A,N/A,N/A
CHEM 445,Physical Chemistry I,4,N/A,N/A,N/A
CHEM 446,Physical Chemistry II,3,N/A,N/A,N/A
CHEM 451,"Physical Chemistry Laboratory II 1 credit
Laboratory to accompany CHEM 446. Experiments and computational
projects in quantum mechanics, spectroscopy, and statistical mechanics.
The experiments and projects will continue to work toward the goal of
increasing the students’ independence and sophistication. Prereq: “C”
(2.0) or better in CHEM 445; pre or coreq: CHEM",446,CHEM 445,N/A,N/A
CHEM 460,Biochemistry I,3,N/A,N/A,N/A
CHEM 465,"is recommended.
Prerequisites: BIOL 106, CHEM 324. BIOL 106 or permission “C” (2.0) or
higher in all prerequisites.
CHEM 461 Biochemistry II",3,N/A,N/A,N/A
CHEM 467,Biochemistry of Cancer and Therapeutics,3,N/A,N/A,N/A
CHEM 475,Instrumental Analysis,4,N/A,N/A,N/A
PHYS 212,"or PHYS 223.
CHEM 479 Teaching Physical Science",4,N/A,N/A,N/A
CHEM 481W,"Inquiry and Writing in Biochemistry and
Chemistry",3,N/A,N/A,N/A
CHEM 489,Senior Capstone,1,N/A,N/A,N/A
CHEM 490,"Workshop 1-6 credits
CHEM 497 Internship 1-16 credits
CHEM 498 Undergraduate Research 1-6 credits
This is research mentored by a faculty member in the Department.
The Research mentor will work with the student to create a document
outlining research goals and time commitment for each credit or
registration attempt. In order for CHEM 498 credits to apply to the
student’s program of study as unrestricted elective credits, the student
must submit a formal written report that meets ACS or ASBMB
requirements at the end of their research.
CHEM 499 Individual Study 1-6 credits
228 2024-2025 Undergraduate Catalog www.mnsu.edu
Chinese
CHIN 101 Elementary Mandarin I",5,N/A,N/A,N/A
CHIN 102,Elementary Mandarin II,5,N/A,N/A,N/A
CIVE 100,Explorations in Engineering,1,N/A,N/A,N/A
CIVE 101,Introduction to Engineering – Civil,2,N/A,N/A,N/A
CIVE 145,CAD for Civil Engineering,2,N/A,N/A,N/A
CIVE 201,"Introduction to Problem Solving and Civil Engineering
Design",2,N/A,N/A,N/A
CIVE 271,Civil Engineering Measurements,2,N/A,N/A,N/A
CIVE 340,Structural Analysis,3,N/A,N/A,N/A
CIVE 223,or ME,223,N/A,N/A,N/A
CIVE 350,Hydraulics and Hydrology,4,N/A,N/A,N/A
CIVE 321,"or ME 321, ME",291,N/A,N/A,N/A
CIVE 360,Geotechnical Engineering,4,N/A,N/A,N/A
CIVE 370W,Transportation Engineering,4,N/A,N/A,N/A
CIVE 380,Environmental Engineering,3,N/A,N/A,N/A
CIVE 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
CIVE 401W,Civil Engineering Design I,2,N/A,N/A,N/A
CIVE 415,Boundary Survey and Law,3,N/A,N/A,N/A
CIVE 417,Surveying Capstone,2,N/A,N/A,N/A
CIVE 432,Properties of Concrete,3,N/A,N/A,N/A
CIVE 435,Civil Engineering Experimentation I,2,N/A,N/A,N/A
ACI 318,"Building Code requirements. Includes
significant design component.
Prerequisites: CIVE",340,N/A,N/A,N/A
CIVE 447,Prestressed Concrete Design,3,N/A,N/A,N/A
CIVE 235,CIVE 465 Foundation Design,3,N/A,N/A,N/A
COMM 102,Public Speaking,3,N/A,N/A,N/A
COMM 105W,Interpersonal Communication,4,N/A,N/A,N/A
COMM 110,Media and Society,4,N/A,N/A,N/A
COMM 183,Introduction to Game Design and Storytelling,4,N/A,N/A,N/A
COMM 198,Newsgathering Practicum,1,N/A,N/A,N/A
COMM 199,Public Relations Practicum,1,N/A,N/A,N/A
COMM 201,"Small Group Communication 2-4 credits
Development of communication skills for working with others in small
group situations.
COMM 202 Nonverbal Communication",4,N/A,N/A,N/A
COMM 203,Intercultural Communication,4,N/A,N/A,N/A
COMM 215,Effective Listening,2,N/A,N/A,N/A
COMM 217,Experiential Storytelling,4,N/A,N/A,N/A
COMM 220,"Speech and Debate 0-4 credits
Beginner skills-building course that introduces students to handson speech and debate construction and practice. Students receive
one-on-one coaching in outlining, research, organization, and
delivery. Requirements vary based on number of credits and course
can be repeated.
COMM 221W Media Writing Fundamentals",4,N/A,N/A,N/A
COMM 224,Foundations in Music Industry,4,N/A,N/A,N/A
COMM 233,Public Relations Principles,4,N/A,N/A,N/A
COMM 240,"Special Topics 1-4 credits
Special interest courses devoted to specific topics within the field of
communication studies. Topics vary, and course may be retaken for
credit under different topic headings.
COMM 242 Preparing for Advocacy",4,N/A,N/A,N/A
COMM 260,Principles of Visual Mass Media,4,N/A,N/A,N/A
COMM 280,Social Media and Society,4,N/A,N/A,N/A
COMM 300,Foundation Seminar,2,N/A,N/A,N/A
COMM 301,"Communication Studies: Approaches and
Perspectives",4,N/A,N/A,N/A
COMM 302,Argumentation,4,N/A,N/A,N/A
COMM 306,Strategic Communication Research Methods,4,N/A,N/A,N/A
COMM 307,Data Storytelling,4,N/A,N/A,N/A
COMM 310,Performance of Literature,4,N/A,N/A,N/A
COMM 312,Professional Communication and Interviewing,4,N/A,N/A,N/A
COMM 314,Music Management and Concert Production,4,N/A,N/A,N/A
COMM 315,"Ethics, Free Speech, and Free Press",4,N/A,N/A,N/A
COMM 320,"Advanced Speech and Debate 0-4 credits
Activity course involving participation in intercollegiate forensics
competition and leadership/professional development. Students will
build upon skills established in CMST 220 or through prior speech and
debate experience to create, practice and compete in creative interpretive
events, public address speeches, limited preparation events, and/or
parli/LD debate. Students will also gain professional development in
leadership experiences that enhance PR, team-building, and recruitment
strategies for the team.
COMM 321 Argumentation and Debate",4,N/A,N/A,N/A
COMM 325W,Reporting and Editing,4,N/A,N/A,N/A
COMM 326,Interpersonal Communication in Leadership,4,N/A,N/A,N/A
COMM 330W,Multimedia Storytelling,4,N/A,N/A,N/A
COMM 333,Advanced Public Communication,4,N/A,N/A,N/A
COMM 334,Writing & Speaking for Broadcast,4,N/A,N/A,N/A
COMM 335,Communication and Community,4,N/A,N/A,N/A
COMM 340,"Special Topics 1-4 credits
Special interest courses devoted to specific topics within the field of
communication studies. Topics vary, and course may be retaken for
credit under different topic headings.
COMM 351 Visual Storytelling",4,N/A,N/A,N/A
COMM 353,Creative Advertising Principles,4,N/A,N/A,N/A
COMM 360,Applied Media Design,4,N/A,N/A,N/A
COMM 370,Foundations of Health Communication,4,N/A,N/A,N/A
COMM 374,Digital Music 1,4,N/A,N/A,N/A
COMM 375,Projects in Music Industry,4,N/A,N/A,N/A
COMM 383,Game Theory and Criticism,4,N/A,N/A,N/A
COMM 398,CPT: Co-Operative Experience,0,N/A,N/A,N/A
COMM 400,Advanced Seminar,4,N/A,N/A,N/A
COMM 405,Strategic Advocacy Campaigns,4,N/A,N/A,N/A
COMM 409,Performance Studies,4,N/A,N/A,N/A
COMM 410,"Topics in Relational Communication 1-4 credits
Special interest courses devoted to specific topics within relationship
communication. Topics vary, and course may be retaken for credit under
different topic headings.
COMM 412 Organizational Communication",4,N/A,N/A,N/A
COMM 414,Music in the Marketplace,4,N/A,N/A,N/A
COMM 415,"Topics in Rhetoric and Culture 1-4 credits
Special interest courses devoted to specific topics within the intersecting
fields of rhetoric and culture. Topics vary, and course may be retaken for
credit under different topic headings.
www.mnsu.edu 2024-2025 Undergraduate Catalog",233,N/A,N/A,N/A
COMM 416,"Topics in American Public Address 1-4 credits
Special interest courses devoted to specific topics within field of
American Public Address. Topics vary, and course may be retaken for
credit under different topic headings.
COMM 417 Experiential Storytelling",4,N/A,N/A,N/A
COMM 418,"Gender, Race, and Identity",4,N/A,N/A,N/A
COMM 419,"Gender, Race, and Media",4,N/A,N/A,N/A
COMM 420,Mass Media History,4,N/A,N/A,N/A
COMM 421,"Communication Studies Teaching and Coaching
Methods 1-4 credits
The course fulfills secondary licensure requirements for Communication
Arts and Literature. First, the course covers teaching methods and
materials needed to develop units for communication courses in
grades 5-12. Second, the course covers methods and techniques in the
development of competitive speech programs in grades 5-12.
COMM 425 Crisis Communication",4,N/A,N/A,N/A
COMM 429,Aesthetics and Culture in Music Industry,4,N/A,N/A,N/A
COMM 430,Social Movements and Advocacy,4,N/A,N/A,N/A
COMM 432,Grassroots Advocacy and Organizing,4,N/A,N/A,N/A
COMM 434W,Public Relations Writing,4,N/A,N/A,N/A
COMM 435,Forensics Pedagogy,4,N/A,N/A,N/A
COMM 436W,Specialized Writing,4,N/A,N/A,N/A
COMM 437,Legal Aspects of the Music Industry,4,N/A,N/A,N/A
COMM 440,"Special Topics 1-4 credits
A course designed for students who have a general interest in
communication studies. Content of each special topics course will be
different. May be retaken for credit.
COMM 444 Music Promotion and Social Media",4,N/A,N/A,N/A
COMM 445,Conflict Management,4,N/A,N/A,N/A
COMM 450,Strategic Communications Case Studies,4,N/A,N/A,N/A
COMM 457,"Multimedia Production for Agriculture, Food & Life
Sciences",4,N/A,N/A,N/A
COMM 460,"Dialogue, Discussion, and Debate",4,N/A,N/A,N/A
COMM 464,"AMP Ensemble 1-4 credits
Participate in the performance, composition, audio, video, lighting
aspects of the ensemble on and off campus.
234 2024-2025 Undergraduate Catalog www.mnsu.edu
COMM 465 Global Media",4,N/A,N/A,N/A
COMM 469,Advocacy Documentary Production,4,N/A,N/A,N/A
COMM 470,Topics in Health Communication,4,N/A,N/A,N/A
COMM 473,Interactive Storytelling,4,N/A,N/A,N/A
COMM 474,Digital Music 2,4,N/A,N/A,N/A
COMM 475,"Recording Studio 1-4 credits
Recording Studio is focused on project-based music
production and recording.
COMM 483 Serious Game Design and Criticism",4,N/A,N/A,N/A
COMM 484,Creative Audio Production,4,N/A,N/A,N/A
COMM 494,Senior Capstone Seminar,2,N/A,N/A,N/A
COMM 495,"Mass Media Workshop 1-4 credits
Discussion and hands-on experience involving mass media
activities. Topic varies.
COMM 496 Capstone",1,N/A,N/A,N/A
COMM 497,"Teaching Internship 1-12 credits
First-hand experience in the classroom assisting a faculty member.
COMM 498 Internship 1, 5, 6, 7, 8, 9, 10, 11,",12,N/A,N/A,N/A
COMM 499,"(1-2) Individual Study 1-2credits
Directed research on a mass media topic chosen by the student.
Communication Disorders
CDIS 201 Observation of Human Communication",3,N/A,N/A,N/A
CDIS 205,Beginning American Sign Language - Level I,3,N/A,N/A,N/A
CDIS 220,Basic Audiology,3,N/A,N/A,N/A
CDIS 290,Introduction to Communication Disorders,3,N/A,N/A,N/A
CDIS 291,"Individual Study 1-3 credits
CDIS 306 Intermediate American Sign Language - Level II",3,N/A,N/A,N/A
CDIS 307,Advanced I American Sign Language - Level III,3,N/A,N/A,N/A
CDIS 308,Conversations in American Sign Language,1,N/A,N/A,N/A
CDIS 312,Speech and Language Development,3,N/A,N/A,N/A
CDIS 320,Beginning and Intermediate Audiometrics,2,N/A,N/A,N/A
CDIS 322,Speech and Hearing Science,3,N/A,N/A,N/A
CDIS 346,"Cultural Humility in Communication Sciences and
Disorders",3,N/A,N/A,N/A
CDIS 350W,Interprofessional Practice and Research,3,N/A,N/A,N/A
CDIS 392,Phonetics,3,N/A,N/A,N/A
CDIS 394,Applied Anatomy and Physiology,3,N/A,N/A,N/A
CDIS 401,Hearing Disorders,3,N/A,N/A,N/A
CDIS 402,Child Language Disorders,2,N/A,N/A,N/A
CDIS 403,Child Language Disorders Lab,1,N/A,N/A,N/A
CDIS 404,"Deaf Studies: Deaf Culture, History and Social
Justice",3,N/A,N/A,N/A
CDIS 407,Advanced II American Sign Language - Level IV,3,N/A,N/A,N/A
CDS 307,"CDIS 408 Seminar in Central Auditory Processing Disorders3 credits
Students will learn the definition of central auditory processing disorders
(CAPD), as well as the controversies surrounding the diagnosis of
the disorder. The neuroanatomy and physiology related to auditory
processing will also be covered in order to understand the diversity
involved in the diagnostic and management methods of CAPD. Students
will learn the appropriate test batteries, the diagnostic team involved,
the inclusion of a multidisciplinary team approach and treatment/
management options for CAPD. This course would be beneficial to
education majors, CDIS majors, Educational Psychology.
CDIS 409W Literacy Foundations and Disorders for Speech-Language
Pathologists",3,N/A,N/A,N/A
CDIS 410,Neurological Bases of Speech,2,N/A,N/A,N/A
CDIS 416,Voice and Resonance Disorders,3,N/A,N/A,N/A
CDIS 420,Advanced Audiometrics,2,N/A,N/A,N/A
CDIS 422,Hearing Across the Lifespan,2,N/A,N/A,N/A
CDIS 431,"Observation of Clinical Methods in Speech-Language
Pathology",1,N/A,N/A,N/A
CDIS 434,CDIS 434 Clinical Methods in Speech-Language Pathology,2,N/A,N/A,N/A
CDIS 444,Appraisal and Diagnosis,3,N/A,N/A,N/A
CDIS 445,Grand Rounds-Foundation,1,N/A,N/A,N/A
CDIS 446,Grand Rounds-Presentation,2,N/A,N/A,N/A
CDIS 447,"Counseling in Communication Sciences and
Disorders",3,N/A,N/A,N/A
CDIS 457W,"Transdisciplinary Research in Health-Related
Fields",3,N/A,N/A,N/A
CDIS 477,Interprofessional Practices,1,N/A,N/A,N/A
CDIS 491,"Inservice 1-6 credits
Study of a specific disorder or aspects of communication disorders that
are not provided in the current curriculum.
CDIS 495 Clinical Practicum: Speech/Language Disorders",2,N/A,N/A,N/A
CIS 100,Introduction to Computing and Applications,4,N/A,N/A,N/A
CIS 101,Introduction to Information Systems,3,N/A,N/A,N/A
CIS 113,Health Humanities and Health Informatics,4,N/A,N/A,N/A
CIS 115,Big Ideas of Computer Science,4,N/A,N/A,N/A
CIS 121,Introduction to Programming,4,N/A,N/A,N/A
CIS 122,Data Structures,4,N/A,N/A,N/A
MATH 130,"CIS 123 Applied Programming for Healthcare Professionals4 credits
This course reviews basic programming concepts such as data types and
variables, loops, functions, input/output and visualization. Students
become prepared to produce larger, more complex applications. A strong
emphasis on problem-solving as students explore how programming
concepts are applied to scenarios drawn from healthcare and other
domains. Students develop programming skills necessary to implement
data structures, exception handling, and object-oriented concepts.
Students are also introduced to incremental program development,
testing, and debugging.
Prerequisites: CIS 121. Select One Course: MATH 112, MATH 113, MATH
115, MATH 121, or MATH",130,N/A,N/A,N/A
CIS 201,Introduction to Assistive Technology,2,N/A,N/A,N/A
CIS 202W,Computers in Society,4,N/A,N/A,N/A
CIS 223,Algorithms,4,N/A,N/A,N/A
CIS 224,Computer Architecture,4,N/A,N/A,N/A
CIS 296,"(1-2) Introduction to Selected Topics 1-2 credits
Special topics not covered in other 100- and 200-level courses. May be
repeated for each new topic.
CIS 311 Business Application Programming",4,N/A,N/A,N/A
CIS 350,Information Security,4,N/A,N/A,N/A
CIS 380,Systems Analysis and Design,4,N/A,N/A,N/A
CIS 390,International Technology Experience,12,N/A,N/A,N/A
CIS 393,Career Readiness,1,N/A,N/A,N/A
CIS 340,CIS 440 Database Management Systems,4,N/A,N/A,N/A
CIS 440,"CIS 443 Health Information Technology in Clinical Practice4 credits
This course introduces students to a variety of existing and emerging
technologies used within healthcare environments. Emphasis will be on
software used to capture clinical data and generate reports. Students will
complete a team-oriented project incorporating business requirements,
project management, and design elements for a system implementation,
system change, or reporting request.
Prerequisites: CIS 113, CIS",340,N/A,N/A,N/A
CIS 444,Data Analytics,4,N/A,N/A,N/A
CIS 460,Network and Security Protocols,4,N/A,N/A,N/A
CIS 360,"CIS 462 Network, Security, Administration and
Programming",4,N/A,N/A,N/A
CIS 483,Web Application Design and Development,4,N/A,N/A,N/A
CIS 496,"Selected Topics in Information Technology 1-4 credits
Special topics not covered in other courses. May be repeated for credit
on each new topic.
Prerequisites: Consent
CIS 497 Internship 1-12 credits
Provides students with opportunity to utilize their training in a
real-world business environment working under the guidance and
direction of a faculty member. (At most 4 hours toward a major in this
department). Fall, Spring, Summer
Prerequisites: Permanent admission to IT and consent.
CIS 498 Information Technology Capstone",4,N/A,N/A,N/A
CIS 499,"Individual Study 1-4 credits
Problems on an individual basis.
Computer Science
CS 201W Artificial Intelligence & Science Fiction",4,N/A,N/A,N/A
MATH 113,or MATH 115 or MATH,121,N/A,N/A,N/A
CORR 417,Program Administration,3,N/A,N/A,N/A
SOC 101,"244 2024-2025 Undergraduate Catalog www.mnsu.edu
CORR 497 Capstone Seminar",2,N/A,N/A,N/A
CSP 110,Decision Making for Career and Life,3,N/A,N/A,N/A
CSP 115,Processes & Skills for Facilitating Effective Change,3,N/A,N/A,N/A
CSP 470,Group Procedures,3,N/A,N/A,N/A
CSP 471,Interpersonal Helping Skills,3,N/A,N/A,N/A
CSP 473,Counseling the Chemically Dependent Family,3,N/A,N/A,N/A
